experiment,n,i,model,reasoning_budget,temperature,response_chars,thoughts_chars,first_correction,valid_prefix_length,is_valid_solution
hanoi-base,14,8,sonar-reasoning-pro,32000,0.5,1238,11472,-1,0,0
hanoi-base,14,9,claude-3-7-sonnet-20250219,0,0.5,1630,4,-1,7,0
hanoi-base,14,9,claude-3-7-sonnet-20250219,32000,0.5,1978,53310,-1,0,0
hanoi-base,14,9,deepseek-chat,0,0.5,5942,4,-1,10,0
hanoi-base,14,9,gemini-2.5-pro-preview-06-05,32000,0.5,2931,1725,-1,12,0
hanoi-base,14,9,gpt-4.1-2025-04-14,0,0.5,2163,4,-1,16,0
hanoi-base,14,9,sonar-reasoning-pro,32000,0.5,1493,9706,-1,0,0
hanoi-base,12,0,claude-3-7-sonnet-20250219,0,0.5,40152,4,-1,15,0
hanoi-base,12,0,claude-3-7-sonnet-20250219,32000,0.5,2475,31539,-1,0,0
hanoi-base,12,0,deepseek-chat,0,0.5,6426,4,-1,0,0
hanoi-base,12,0,gemini-2.5-pro-preview-06-05,32000,0.5,37537,1750,-1,223,0
hanoi-base,12,0,gpt-4.1-2025-04-14,0,0.5,2154,4,-1,0,0
hanoi-base,12,0,sonar-reasoning-pro,32000,0.5,1235,10643,-1,7,0
hanoi-base,12,1,claude-3-7-sonnet-20250219,0,0.5,48738,4,-1,15,0
hanoi-base,12,1,claude-3-7-sonnet-20250219,32000,0.5,3660,97419,-1,15,0
hanoi-base,12,1,deepseek-chat,0,0.5,5276,4,-1,16,0
hanoi-base,12,1,gemini-2.5-pro-preview-06-05,32000,0.5,29086,2451,-1,87,0
hanoi-base,12,1,gpt-4.1-2025-04-14,0,0.5,1964,4,-1,0,0
hanoi-base,12,1,sonar-reasoning-pro,32000,0.5,1624,5700,-1,0,0
hanoi-base,12,2,claude-3-7-sonnet-20250219,0,0.5,36788,4,-1,15,0
hanoi-base,12,2,claude-3-7-sonnet-20250219,32000,0.5,52199,57927,-1,23,0
hanoi-base,12,2,deepseek-chat,0,0.5,6706,4,-1,31,0
hanoi-base,12,2,gemini-2.5-pro-preview-06-05,32000,0.5,34833,1718,-1,223,0
hanoi-base,12,2,gpt-4.1-2025-04-14,0,0.5,2003,4,-1,20,0
hanoi-base,12,2,sonar-reasoning-pro,32000,0.5,1566,11033,-1,0,0
hanoi-base,12,3,claude-3-7-sonnet-20250219,0,0.5,46766,4,-1,639,0
hanoi-base,12,3,claude-3-7-sonnet-20250219,32000,0.5,52243,51732,-1,13,0
hanoi-base,12,3,deepseek-chat,0,0.5,5880,4,-1,16,0
hanoi-base,12,3,gemini-2.5-pro-preview-06-05,32000,0.5,31773,3144,-1,87,0
hanoi-base,12,3,gpt-4.1-2025-04-14,0,0.5,1634,4,-1,0,0
hanoi-base,12,3,sonar-reasoning-pro,32000,0.5,15694,15215,-1,335,0
hanoi-base,12,4,claude-3-7-sonnet-20250219,0,0.5,41461,4,-1,319,0
hanoi-base,12,4,claude-3-7-sonnet-20250219,32000,0.5,2542,47142,-1,9,0
hanoi-base,12,4,deepseek-chat,0,0.5,6287,4,-1,16,0
hanoi-base,12,4,gemini-2.5-pro-preview-06-05,32000,0.5,25905,2622,-1,767,0
hanoi-base,12,4,gpt-4.1-2025-04-14,0,0.5,2503,4,-1,23,0
hanoi-base,12,4,sonar-reasoning-pro,32000,0.5,1586,9351,-1,10,0
hanoi-base,12,5,claude-3-7-sonnet-20250219,0,0.5,35603,4,-1,15,0
hanoi-base,12,5,claude-3-7-sonnet-20250219,32000,0.5,7932,87080,-1,79,0
hanoi-base,12,5,deepseek-chat,0,0.5,5215,4,-1,16,0
hanoi-base,12,5,gemini-2.5-pro-preview-06-05,32000,0.5,33970,1427,-1,87,0
hanoi-base,12,5,gpt-4.1-2025-04-14,0,0.5,2358,4,-1,0,0
hanoi-base,12,5,sonar-reasoning-pro,32000,0.5,1532,4306,-1,0,0
hanoi-base,12,6,claude-3-7-sonnet-20250219,0,0.5,32096,4,-1,15,0
hanoi-base,12,6,claude-3-7-sonnet-20250219,32000,0.5,5043,54888,-1,13,0
hanoi-base,12,6,deepseek-chat,0,0.5,4921,4,-1,11,0
hanoi-base,12,6,gemini-2.5-pro-preview-06-05,32000,0.5,34379,2477,-1,191,0
hanoi-base,12,6,gpt-4.1-2025-04-14,0,0.5,2835,4,-1,16,0
hanoi-base,12,6,sonar-reasoning-pro,32000,0.5,1684,8600,-1,0,0
hanoi-base,12,7,claude-3-7-sonnet-20250219,0,0.5,30207,4,-1,15,0
hanoi-base,12,7,claude-3-7-sonnet-20250219,32000,0.5,2147,55112,-1,0,0
hanoi-base,12,7,deepseek-chat,0,0.5,7253,4,-1,16,0
hanoi-base,12,7,gemini-2.5-pro-preview-06-05,32000,0.5,31715,2064,-1,87,0
hanoi-base,12,7,gpt-4.1-2025-04-14,0,0.5,2205,4,-1,8,0
hanoi-base,12,7,sonar-reasoning-pro,32000,0.5,1648,12971,-1,8,0
hanoi-base,12,8,claude-3-7-sonnet-20250219,0,0.5,39287,4,-1,15,0
hanoi-base,12,8,claude-3-7-sonnet-20250219,32000,0.5,1751,44712,-1,15,0
hanoi-base,12,8,deepseek-chat,0,0.5,4962,4,-1,16,0
hanoi-base,12,8,gemini-2.5-pro-preview-06-05,32000,0.5,32353,3163,-1,895,0
hanoi-base,12,8,gpt-4.1-2025-04-14,0,0.5,1804,4,-1,0,0
hanoi-base,12,8,sonar-reasoning-pro,32000,0.5,1396,14660,-1,0,0
hanoi-base,12,9,claude-3-7-sonnet-20250219,0,0.5,84728,4,-1,15,0
hanoi-base,12,9,claude-3-7-sonnet-20250219,32000,0.5,30121,55412,-1,15,0
hanoi-base,12,9,deepseek-chat,0,0.5,5831,4,-1,16,0
hanoi-base,12,9,gemini-2.5-pro-preview-06-05,32000,0.5,35946,2886,-1,191,0
hanoi-base,12,9,gpt-4.1-2025-04-14,0,0.5,2182,4,-1,0,0
hanoi-base,12,9,sonar-reasoning-pro,32000,0.5,1388,13286,-1,0,0
hanoi-base,11,0,claude-3-7-sonnet-20250219,0,0.5,26138,4,-1,15,0
hanoi-base,11,0,claude-3-7-sonnet-20250219,32000,0.5,24342,38862,-1,15,0
hanoi-base,11,0,deepseek-chat,0,0.5,4796,4,-1,19,0
hanoi-base,11,0,gemini-2.5-pro-preview-06-05,32000,0.5,18709,2742,-1,895,0
hanoi-base,11,0,gpt-4.1-2025-04-14,0,0.5,2105,4,-1,0,0
hanoi-base,11,0,sonar-reasoning-pro,32000,0.5,1280,8526,-1,0,0
hanoi-base,11,1,claude-3-7-sonnet-20250219,0,0.5,22739,4,-1,1151,0
hanoi-base,11,1,claude-3-7-sonnet-20250219,32000,0.5,17960,42476,-1,79,0
hanoi-base,11,1,deepseek-chat,0,0.5,5002,4,-1,16,0
hanoi-base,11,1,gemini-2.5-pro-preview-06-05,32000,0.5,18554,2582,-1,895,0
hanoi-base,11,1,gpt-4.1-2025-04-14,0,0.5,2090,4,-1,10,0
hanoi-base,11,1,sonar-reasoning-pro,32000,0.5,1423,8378,-1,0,0
hanoi-base,11,2,claude-3-7-sonnet-20250219,0,0.5,21640,4,-1,15,0
hanoi-base,11,2,claude-3-7-sonnet-20250219,32000,0.5,20274,69550,-1,895,0
hanoi-base,11,2,deepseek-chat,0,0.5,6690,4,-1,0,0
hanoi-base,11,2,gemini-2.5-pro-preview-06-05,32000,0.5,23845,2451,-1,895,0
hanoi-base,11,2,gpt-4.1-2025-04-14,0,0.5,1700,4,-1,10,0
hanoi-base,11,2,sonar-reasoning-pro,32000,0.5,1600,6912,-1,0,0
hanoi-base,11,3,claude-3-7-sonnet-20250219,0,0.5,24487,4,-1,15,0
hanoi-base,11,3,claude-3-7-sonnet-20250219,32000,0.5,24023,50013,-1,15,0
hanoi-base,11,3,deepseek-chat,0,0.5,4544,4,-1,16,0
hanoi-base,11,3,gemini-2.5-pro-preview-06-05,32000,0.5,17466,2148,-1,895,0
hanoi-base,11,3,gpt-4.1-2025-04-14,0,0.5,2563,4,-1,64,0
hanoi-base,11,3,sonar-reasoning-pro,32000,0.5,1937,7666,-1,0,0
hanoi-base,11,4,claude-3-7-sonnet-20250219,0,0.5,23310,4,-1,15,0
hanoi-base,11,4,claude-3-7-sonnet-20250219,32000,0.5,24425,32337,-1,1151,0
hanoi-base,11,4,deepseek-chat,0,0.5,3948,4,-1,16,0
hanoi-base,11,4,gemini-2.5-pro-preview-06-05,32000,0.5,23357,2782,-1,2047,1
hanoi-base,11,4,gpt-4.1-2025-04-14,0,0.5,1932,4,-1,0,0
hanoi-base,11,4,sonar-reasoning-pro,32000,0.5,1422,18379,-1,0,0
hanoi-base,11,5,claude-3-7-sonnet-20250219,0,0.5,23553,4,-1,15,0
hanoi-base,11,5,claude-3-7-sonnet-20250219,32000,0.5,8479,50588,-1,63,0
hanoi-base,11,5,deepseek-chat,0,0.5,6519,4,-1,0,0
hanoi-base,11,5,gemini-2.5-pro-preview-06-05,32000,0.5,20478,1521,-1,223,0
hanoi-base,11,5,gpt-4.1-2025-04-14,0,0.5,2206,4,-1,0,0
hanoi-base,11,5,sonar-reasoning-pro,32000,0.5,1911,9167,-1,10,0
hanoi-base,11,6,claude-3-7-sonnet-20250219,0,0.5,22039,4,-1,15,0
hanoi-base,11,6,claude-3-7-sonnet-20250219,32000,0.5,22963,38202,-1,15,0
hanoi-base,11,6,deepseek-chat,0,0.5,7075,4,-1,20,0
hanoi-base,11,6,gemini-2.5-pro-preview-06-05,32000,0.5,22029,2398,-1,895,0
hanoi-base,11,6,gpt-4.1-2025-04-14,0,0.5,2370,4,-1,15,0
hanoi-base,11,6,sonar-reasoning-pro,32000,0.5,1543,12003,-1,0,0
hanoi-base,11,7,claude-3-7-sonnet-20250219,0,0.5,24707,4,-1,15,0
hanoi-base,11,7,claude-3-7-sonnet-20250219,32000,0.5,28406,55388,-1,79,0
hanoi-base,11,7,deepseek-chat,0,0.5,3993,4,-1,31,0
hanoi-base,11,7,gemini-2.5-pro-preview-06-05,32000,0.5,23727,2090,-1,2047,1
hanoi-base,11,7,gpt-4.1-2025-04-14,0,0.5,2044,4,-1,0,0
hanoi-base,11,7,sonar-reasoning-pro,32000,0.5,1748,11100,-1,0,0
hanoi-base,11,8,claude-3-7-sonnet-20250219,0,0.5,22642,4,-1,1407,0
hanoi-base,11,8,claude-3-7-sonnet-20250219,32000,0.5,2075,46272,-1,13,0
hanoi-base,11,8,deepseek-chat,0,0.5,5483,4,-1,16,0
hanoi-base,11,8,gemini-2.5-pro-preview-06-05,32000,0.5,23043,3423,-1,895,0
hanoi-base,11,8,gpt-4.1-2025-04-14,0,0.5,1851,4,-1,10,0
hanoi-base,11,8,sonar-reasoning-pro,32000,0.5,1552,18030,-1,0,0
hanoi-base,11,9,claude-3-7-sonnet-20250219,0,0.5,23573,4,-1,15,0
hanoi-base,11,9,claude-3-7-sonnet-20250219,32000,0.5,21461,48242,-1,23,0
hanoi-base,11,9,deepseek-chat,0,0.5,5549,4,-1,16,0
hanoi-base,11,9,gemini-2.5-pro-preview-06-05,32000,0.5,21392,2240,-1,223,0
hanoi-base,11,9,gpt-4.1-2025-04-14,0,0.5,2222,4,-1,16,0
hanoi-base,11,9,sonar-reasoning-pro,32000,0.5,1792,10936,-1,63,0
hanoi-base,10,0,claude-3-7-sonnet-20250219,0,0.5,9942,4,-1,15,0
hanoi-base,10,0,claude-3-7-sonnet-20250219,32000,0.5,12181,81631,-1,447,0
hanoi-base,10,0,deepseek-chat,0,0.5,5828,4,-1,16,0
hanoi-base,10,0,gemini-2.5-pro-preview-06-05,32000,0.5,11997,1939,-1,1023,1
hanoi-base,10,0,gpt-4.1-2025-04-14,0,0.5,3620,4,-1,128,0
hanoi-base,10,0,sonar-reasoning-pro,32000,0.5,1534,14371,-1,0,0
hanoi-base,10,1,claude-3-7-sonnet-20250219,0,0.5,11718,4,-1,15,0
hanoi-base,10,1,claude-3-7-sonnet-20250219,32000,0.5,12707,51078,-1,15,0
hanoi-base,10,1,deepseek-chat,0,0.5,14479,4,-1,95,0
hanoi-base,10,1,gemini-2.5-pro-preview-06-05,32000,0.5,11784,2269,-1,223,0
hanoi-base,10,1,gpt-4.1-2025-04-14,0,0.5,2496,4,-1,0,0
hanoi-base,10,1,sonar-reasoning-pro,32000,0.5,1421,9924,-1,0,0
hanoi-base,10,2,claude-3-7-sonnet-20250219,0,0.5,11843,4,-1,15,0
hanoi-base,10,2,claude-3-7-sonnet-20250219,32000,0.5,2950,55986,-1,70,0
hanoi-base,10,2,deepseek-chat,0,0.5,9894,4,-1,7,0
hanoi-base,10,2,gemini-2.5-pro-preview-06-05,32000,0.5,11828,2020,-1,1023,1
hanoi-base,10,2,gpt-4.1-2025-04-14,0,0.5,2390,4,-1,20,0
hanoi-base,10,2,sonar-reasoning-pro,32000,0.5,1646,11901,-1,16,0
hanoi-base,10,3,claude-3-7-sonnet-20250219,0,0.5,12834,4,-1,15,0
hanoi-base,10,3,claude-3-7-sonnet-20250219,32000,0.5,12245,40258,-1,15,0
hanoi-base,10,3,deepseek-chat,0,0.5,5283,4,-1,0,0
hanoi-base,10,3,gemini-2.5-pro-preview-06-05,32000,0.5,12210,2073,-1,511,0
hanoi-base,10,3,gpt-4.1-2025-04-14,0,0.5,1907,4,-1,0,0
hanoi-base,10,3,sonar-reasoning-pro,32000,0.5,2467,12277,-1,0,0
hanoi-base,10,4,claude-3-7-sonnet-20250219,0,0.5,9454,4,-1,511,0
hanoi-base,10,4,claude-3-7-sonnet-20250219,32000,0.5,12497,34093,-1,15,0
hanoi-base,10,4,deepseek-chat,0,0.5,14552,4,-1,479,0
hanoi-base,10,4,gemini-2.5-pro-preview-06-05,32000,0.5,11996,1287,-1,511,0
hanoi-base,10,4,gpt-4.1-2025-04-14,0,0.5,2576,4,-1,0,0
hanoi-base,10,4,sonar-reasoning-pro,32000,0.5,2548,12472,-1,39,0
hanoi-base,10,5,claude-3-7-sonnet-20250219,0,0.5,18967,4,-1,15,0
hanoi-base,10,5,claude-3-7-sonnet-20250219,32000,0.5,11698,42051,-1,11,0
hanoi-base,10,5,deepseek-chat,0,0.5,4791,4,-1,17,0
hanoi-base,10,5,gemini-2.5-pro-preview-06-05,32000,0.5,12106,1901,-1,511,0
hanoi-base,10,5,gpt-4.1-2025-04-14,0,0.5,1925,4,-1,0,0
hanoi-base,10,5,sonar-reasoning-pro,32000,0.5,1464,13952,-1,0,0
hanoi-base,10,6,claude-3-7-sonnet-20250219,0,0.5,12036,4,-1,15,0
hanoi-base,10,6,claude-3-7-sonnet-20250219,32000,0.5,12794,43656,-1,13,0
hanoi-base,10,6,deepseek-chat,0,0.5,11880,4,-1,41,0
hanoi-base,10,6,gemini-2.5-pro-preview-06-05,32000,0.5,13479,2084,-1,511,0
hanoi-base,10,6,gpt-4.1-2025-04-14,0,0.5,8983,4,-1,511,0
hanoi-base,10,6,sonar-reasoning-pro,32000,0.5,1596,11796,-1,0,0
hanoi-base,10,7,claude-3-7-sonnet-20250219,0,0.5,12378,4,-1,351,0
hanoi-base,10,7,claude-3-7-sonnet-20250219,32000,0.5,11140,39779,-1,831,0
hanoi-base,10,7,deepseek-chat,0,0.5,4974,4,-1,0,0
hanoi-base,10,7,gemini-2.5-pro-preview-06-05,32000,0.5,12614,3053,-1,511,0
hanoi-base,10,7,gpt-4.1-2025-04-14,0,0.5,2326,4,-1,64,0
hanoi-base,10,7,sonar-reasoning-pro,32000,0.5,3875,16878,-1,79,0
hanoi-base,10,8,claude-3-7-sonnet-20250219,0,0.5,21724,4,-1,15,0
hanoi-base,10,8,claude-3-7-sonnet-20250219,32000,0.5,12614,48750,-1,15,0
hanoi-base,10,8,deepseek-chat,0,0.5,5118,4,-1,0,0
hanoi-base,10,8,gemini-2.5-pro-preview-06-05,32000,0.5,13204,2278,-1,511,0
hanoi-base,10,8,gpt-4.1-2025-04-14,0,0.5,2637,4,-1,0,0
hanoi-base,10,8,sonar-reasoning-pro,32000,0.5,1652,12242,-1,10,0
hanoi-base,10,9,claude-3-7-sonnet-20250219,0,0.5,12045,4,-1,15,0
hanoi-base,10,9,claude-3-7-sonnet-20250219,32000,0.5,12579,48559,-1,15,0
hanoi-base,10,9,deepseek-chat,0,0.5,12151,4,-1,42,0
hanoi-base,10,9,gemini-2.5-pro-preview-06-05,32000,0.5,11010,2400,-1,223,0
hanoi-base,10,9,gpt-4.1-2025-04-14,0,0.5,2623,4,-1,64,0
hanoi-base,10,9,sonar-reasoning-pro,32000,0.5,1277,10447,-1,32,0
hanoi-base,9,0,claude-3-7-sonnet-20250219,0,0.5,6591,4,-1,15,0
hanoi-base,9,0,claude-3-7-sonnet-20250219,32000,0.5,6413,39073,-1,15,0
hanoi-base,9,0,deepseek-chat,0,0.5,12477,4,-1,287,0
hanoi-base,9,0,gemini-2.5-pro-preview-06-05,32000,0.5,7207,2846,-1,511,1
hanoi-base,9,0,gpt-4.1-2025-04-14,0,0.5,5980,4,-1,351,0
hanoi-base,9,0,sonar-reasoning-pro,32000,0.5,1827,10751,-1,8,0
hanoi-base,9,1,claude-3-7-sonnet-20250219,0,0.5,6958,4,-1,15,0
hanoi-base,9,1,claude-3-7-sonnet-20250219,32000,0.5,6963,36662,-1,511,1
hanoi-base,9,1,deepseek-chat,0,0.5,12378,4,-1,388,0
hanoi-base,9,1,gemini-2.5-pro-preview-06-05,32000,0.5,7333,3695,-1,511,1
hanoi-base,9,1,gpt-4.1-2025-04-14,0,0.5,6946,4,-1,351,0
hanoi-base,9,1,sonar-reasoning-pro,32000,0.5,1971,11855,-1,0,0
hanoi-base,9,2,claude-3-7-sonnet-20250219,0,0.5,6794,4,-1,15,0
hanoi-base,9,2,claude-3-7-sonnet-20250219,32000,0.5,6406,39037,-1,15,0
hanoi-base,9,2,deepseek-chat,0,0.5,8983,4,-1,287,0
hanoi-base,9,2,gemini-2.5-pro-preview-06-05,32000,0.5,6473,2136,-1,511,1
hanoi-base,9,2,gpt-4.1-2025-04-14,0,0.5,1826,4,-1,10,0
hanoi-base,9,2,sonar-reasoning-pro,32000,0.5,1626,10707,-1,0,0
hanoi-base,9,3,claude-3-7-sonnet-20250219,0,0.5,6683,4,-1,15,0
hanoi-base,9,3,claude-3-7-sonnet-20250219,32000,0.5,6962,46993,-1,31,0
hanoi-base,9,3,deepseek-chat,0,0.5,9878,4,-1,447,0
hanoi-base,9,3,gemini-2.5-pro-preview-06-05,32000,0.5,6285,1801,-1,511,1
hanoi-base,9,3,gpt-4.1-2025-04-14,0,0.5,7343,4,-1,223,0
hanoi-base,9,3,sonar-reasoning-pro,32000,0.5,1882,11803,-1,15,0
hanoi-base,9,4,claude-3-7-sonnet-20250219,0,0.5,6587,4,-1,15,0
hanoi-base,9,4,claude-3-7-sonnet-20250219,32000,0.5,7330,48046,-1,11,0
hanoi-base,9,4,deepseek-chat,0,0.5,8445,4,-1,8,0
hanoi-base,9,4,gemini-2.5-pro-preview-06-05,32000,0.5,6323,2215,-1,511,1
hanoi-base,9,4,gpt-4.1-2025-04-14,0,0.5,7105,4,-1,351,0
hanoi-base,9,4,sonar-reasoning-pro,32000,0.5,1499,16283,-1,10,0
hanoi-base,9,5,claude-3-7-sonnet-20250219,0,0.5,6965,4,-1,511,1
hanoi-base,9,5,claude-3-7-sonnet-20250219,32000,0.5,6649,38305,-1,79,0
hanoi-base,9,5,deepseek-chat,0,0.5,9624,4,-1,351,0
hanoi-base,9,5,gemini-2.5-pro-preview-06-05,32000,0.5,7072,1953,-1,511,1
hanoi-base,9,5,gpt-4.1-2025-04-14,0,0.5,6800,4,-1,351,0
hanoi-base,9,5,sonar-reasoning-pro,32000,0.5,3388,16245,-1,79,0
hanoi-base,9,6,claude-3-7-sonnet-20250219,0,0.5,6623,4,-1,15,0
hanoi-base,9,6,claude-3-7-sonnet-20250219,32000,0.5,7103,48577,-1,23,0
hanoi-base,9,6,deepseek-chat,0,0.5,13610,4,-1,351,0
hanoi-base,9,6,gemini-2.5-pro-preview-06-05,32000,0.5,6997,1379,-1,511,1
hanoi-base,9,6,gpt-4.1-2025-04-14,0,0.5,1790,4,-1,0,0
hanoi-base,9,6,sonar-reasoning-pro,32000,0.5,6547,14240,-1,159,0
hanoi-base,9,7,claude-3-7-sonnet-20250219,0,0.5,6421,4,-1,15,0
hanoi-base,9,7,claude-3-7-sonnet-20250219,32000,0.5,7050,34772,-1,79,0
hanoi-base,9,7,deepseek-chat,0,0.5,9581,4,-1,21,0
hanoi-base,9,7,gemini-2.5-pro-preview-06-05,32000,0.5,6316,1731,-1,511,1
hanoi-base,9,7,gpt-4.1-2025-04-14,0,0.5,2164,4,-1,0,0
hanoi-base,9,7,sonar-reasoning-pro,32000,0.5,5258,11788,-1,159,0
hanoi-base,9,8,claude-3-7-sonnet-20250219,0,0.5,6723,4,-1,15,0
hanoi-base,9,8,claude-3-7-sonnet-20250219,32000,0.5,7230,52304,-1,15,0
hanoi-base,9,8,deepseek-chat,0,0.5,10681,4,-1,479,0
hanoi-base,9,8,gemini-2.5-pro-preview-06-05,32000,0.5,7077,2255,-1,511,1
hanoi-base,9,8,gpt-4.1-2025-04-14,0,0.5,6964,4,-1,223,0
hanoi-base,9,8,sonar-reasoning-pro,32000,0.5,6667,14179,-1,319,0
hanoi-base,9,9,claude-3-7-sonnet-20250219,0,0.5,6005,4,-1,15,0
hanoi-base,9,9,claude-3-7-sonnet-20250219,32000,0.5,8667,27140,-1,175,0
hanoi-base,9,9,deepseek-chat,0,0.5,6939,4,-1,15,0
hanoi-base,9,9,gemini-2.5-pro-preview-06-05,32000,0.5,6243,1809,-1,223,0
hanoi-base,9,9,gpt-4.1-2025-04-14,0,0.5,3747,4,-1,223,0
hanoi-base,9,9,sonar-reasoning-pro,32000,0.5,4329,14517,-1,63,0
hanoi-base,8,0,claude-3-7-sonnet-20250219,0,0.5,3520,4,-1,15,0
hanoi-base,8,0,claude-3-7-sonnet-20250219,32000,0.5,4225,49739,-1,13,0
hanoi-base,8,0,deepseek-chat,0,0.5,14173,4,-1,127,0
hanoi-base,8,0,gemini-2.5-pro-preview-06-05,32000,0.5,3927,1814,-1,255,1
hanoi-base,8,0,gpt-4.1-2025-04-14,0,0.5,3817,4,-1,127,0
hanoi-base,8,0,sonar-reasoning-pro,32000,0.5,2575,17797,-1,128,0
hanoi-base,8,1,claude-3-7-sonnet-20250219,0,0.5,3655,4,-1,15,0
hanoi-base,8,1,claude-3-7-sonnet-20250219,32000,0.5,4254,56652,-1,13,0
hanoi-base,8,1,deepseek-chat,0,0.5,15714,4,-1,47,0
hanoi-base,8,1,gemini-2.5-pro-preview-06-05,32000,0.5,5093,2583,-1,255,1
hanoi-base,8,1,gpt-4.1-2025-04-14,0,0.5,6465,4,-1,255,0
hanoi-base,8,1,sonar-reasoning-pro,32000,0.5,1981,15522,-1,64,0
hanoi-base,8,2,claude-3-7-sonnet-20250219,0,0.5,6912,4,-1,15,0
hanoi-base,8,2,claude-3-7-sonnet-20250219,32000,0.5,4538,49095,-1,15,0
