experiment,n,i,model,reasoning_budget,temperature,response_chars,thoughts_chars,first_correction,valid_prefix_length,is_valid_solution
hanoi-adj,10,1,claude-3-7-sonnet-20250219,32000,0.1,10240,45207,-1,15,0
hanoi-adj,10,1,deepseek-chat,0,0.1,5985,4,-1,287,0
hanoi-adj,10,1,gemini-2.5-pro-preview-06-05,32000,0.1,7168,2862,-1,511,0
hanoi-adj,10,1,gpt-4.1-2025-04-14,0,0.1,5888,4,-1,223,0
hanoi-adj,10,1,sonar-reasoning-pro,32000,0.1,9986,14407,-1,127,0
hanoi-adj,10,2,claude-3-7-sonnet-20250219,0,0.1,10507,4,-1,1023,0
hanoi-adj,10,2,claude-3-7-sonnet-20250219,32000,0.1,8392,63342,-1,23,0
hanoi-adj,10,2,deepseek-chat,0,0.1,8289,4,-1,511,0
hanoi-adj,10,2,gemini-2.5-pro-preview-06-05,32000,0.1,8192,1264,-1,1023,1
hanoi-adj,10,2,gpt-4.1-2025-04-14,0,0.1,7104,4,-1,55,0
hanoi-adj,10,2,sonar-reasoning-pro,32000,0.1,8194,4733,-1,175,0
hanoi-adj,10,3,claude-3-7-sonnet-20250219,0,0.1,8560,4,-1,15,0
hanoi-adj,10,3,claude-3-7-sonnet-20250219,32000,0.1,8543,49450,-1,13,0
hanoi-adj,10,3,deepseek-chat,0,0.1,7009,4,-1,287,0
hanoi-adj,10,3,gemini-2.5-pro-preview-06-05,32000,0.1,8192,2372,-1,1023,1
hanoi-adj,10,3,gpt-4.1-2025-04-14,0,0.1,5376,4,-1,223,0
hanoi-adj,10,3,sonar-reasoning-pro,32000,0.1,8194,15869,-1,15,0
hanoi-adj,10,4,claude-3-7-sonnet-20250219,0,0.1,10507,4,-1,1023,0
hanoi-adj,10,4,claude-3-7-sonnet-20250219,32000,0.1,8321,43802,-1,79,0
hanoi-adj,10,4,deepseek-chat,0,0.1,8289,4,-1,287,0
hanoi-adj,10,4,gemini-2.5-pro-preview-06-05,32000,0.1,8192,1371,-1,1023,1
hanoi-adj,10,4,gpt-4.1-2025-04-14,0,0.1,6400,4,-1,223,0
hanoi-adj,10,4,sonar-reasoning-pro,32000,0.1,19074,7086,-1,31,0
hanoi-adj,10,5,claude-3-7-sonnet-20250219,0,0.1,10507,4,-1,1023,0
hanoi-adj,10,5,claude-3-7-sonnet-20250219,32000,0.1,8200,49544,-1,1023,1
hanoi-adj,10,5,deepseek-chat,0,0.1,6279,4,-1,383,0
hanoi-adj,10,5,gemini-2.5-pro-preview-06-05,32000,0.1,5504,2842,-1,4,0
hanoi-adj,10,5,gpt-4.1-2025-04-14,0,0.1,5632,4,-1,87,0
hanoi-adj,10,5,sonar-reasoning-pro,32000,0.1,6658,10077,-1,479,0
hanoi-adj,10,6,claude-3-7-sonnet-20250219,0,0.1,8569,4,-1,1023,0
hanoi-adj,10,6,claude-3-7-sonnet-20250219,32000,0.1,12545,45290,-1,1023,0
hanoi-adj,10,6,deepseek-chat,0,0.1,6753,4,-1,223,0
hanoi-adj,10,6,gemini-2.5-pro-preview-06-05,32000,0.1,8192,2270,-1,1023,1
hanoi-adj,10,6,gpt-4.1-2025-04-14,0,0.1,5632,4,-1,87,0
hanoi-adj,10,6,sonar-reasoning-pro,32000,0.1,6658,16057,-1,15,0
hanoi-adj,10,7,claude-3-7-sonnet-20250219,0,0.1,8569,4,-1,1023,0
hanoi-adj,10,7,claude-3-7-sonnet-20250219,32000,0.1,8200,54981,-1,175,0
hanoi-adj,10,7,deepseek-chat,0,0.1,7042,4,-1,287,0
hanoi-adj,10,7,gemini-2.5-pro-preview-06-05,32000,0.1,8193,2739,-1,1023,1
hanoi-adj,10,7,gpt-4.1-2025-04-14,0,0.1,6656,4,-1,351,0
hanoi-adj,10,7,sonar-reasoning-pro,32000,0.1,8706,25957,-1,39,0
hanoi-adj,10,8,claude-3-7-sonnet-20250219,0,0.1,12145,4,-1,1023,0
hanoi-adj,10,8,claude-3-7-sonnet-20250219,32000,0.1,8200,44101,-1,15,0
hanoi-adj,10,8,deepseek-chat,0,0.1,6528,4,-1,383,0
hanoi-adj,10,8,gemini-2.5-pro-preview-06-05,32000,0.1,8192,1760,-1,511,0
hanoi-adj,10,8,gpt-4.1-2025-04-14,0,0.1,5632,4,-1,351,0
hanoi-adj,10,8,sonar-reasoning-pro,32000,0.1,9794,3745,-1,15,0
hanoi-adj,10,9,claude-3-7-sonnet-20250219,0,0.1,10507,4,-1,1023,0
hanoi-adj,10,9,claude-3-7-sonnet-20250219,32000,0.1,7944,48306,-1,15,0
hanoi-adj,10,9,deepseek-chat,0,0.1,8319,4,-1,383,0
hanoi-adj,10,9,gemini-2.5-pro-preview-06-05,32000,0.1,8192,2059,-1,1023,1
hanoi-adj,10,9,gpt-4.1-2025-04-14,0,0.1,5632,4,-1,351,0
hanoi-adj,10,9,sonar-reasoning-pro,32000,0.1,7426,9455,-1,39,0
hanoi-adj,9,0,claude-3-7-sonnet-20250219,0,0.1,4479,4,-1,511,1
hanoi-adj,9,0,claude-3-7-sonnet-20250219,32000,0.1,3739,53751,-1,15,0
hanoi-adj,9,0,deepseek-chat,0,0.1,4882,4,-1,511,1
hanoi-adj,9,0,gemini-2.5-pro-preview-06-05,32000,0.1,4096,565,-1,511,1
hanoi-adj,9,0,gpt-4.1-2025-04-14,0,0.1,4095,4,-1,87,0
hanoi-adj,9,0,sonar-reasoning-pro,32000,0.1,3073,8314,-1,223,0
hanoi-adj,9,1,claude-3-7-sonnet-20250219,0,0.1,4493,4,-1,511,1
hanoi-adj,9,1,claude-3-7-sonnet-20250219,32000,0.1,4328,45910,-1,511,1
hanoi-adj,9,1,deepseek-chat,0,0.1,5737,4,-1,287,0
hanoi-adj,9,1,gemini-2.5-pro-preview-06-05,32000,0.1,4096,1439,-1,511,1
hanoi-adj,9,1,gpt-4.1-2025-04-14,0,0.1,4095,4,-1,87,0
hanoi-adj,9,1,sonar-reasoning-pro,32000,0.1,4097,4616,-1,511,1
hanoi-adj,9,2,claude-3-7-sonnet-20250219,0,0.1,4493,4,-1,511,1
hanoi-adj,9,2,claude-3-7-sonnet-20250219,32000,0.1,4208,50325,-1,15,0
hanoi-adj,9,2,deepseek-chat,0,0.1,5534,4,-1,511,1
hanoi-adj,9,2,gemini-2.5-pro-preview-06-05,32000,0.1,4096,928,-1,511,1
hanoi-adj,9,2,gpt-4.1-2025-04-14,0,0.1,4095,4,-1,87,0
hanoi-adj,9,2,sonar-reasoning-pro,32000,0.1,4097,22712,-1,79,0
hanoi-adj,9,3,claude-3-7-sonnet-20250219,0,0.1,4493,4,-1,511,1
hanoi-adj,9,3,claude-3-7-sonnet-20250219,32000,0.1,4103,55841,-1,511,1
hanoi-adj,9,3,deepseek-chat,0,0.1,4224,4,-1,511,1
hanoi-adj,9,3,gemini-2.5-pro-preview-06-05,32000,0.1,4095,1958,-1,511,1
hanoi-adj,9,3,gpt-4.1-2025-04-14,0,0.1,4095,4,-1,87,0
hanoi-adj,9,3,sonar-reasoning-pro,32000,0.1,4097,14011,-1,11,0
hanoi-adj,9,4,claude-3-7-sonnet-20250219,0,0.1,4484,4,-1,15,0
hanoi-adj,9,4,claude-3-7-sonnet-20250219,32000,0.1,4103,27920,-1,511,1
hanoi-adj,9,4,deepseek-chat,0,0.1,6015,4,-1,511,1
hanoi-adj,9,4,gemini-2.5-pro-preview-06-05,32000,0.1,4095,2042,-1,511,1
hanoi-adj,9,4,gpt-4.1-2025-04-14,0,0.1,4095,4,-1,87,0
hanoi-adj,9,4,sonar-reasoning-pro,32000,0.1,4097,3285,-1,15,0
hanoi-adj,9,5,claude-3-7-sonnet-20250219,0,0.1,4471,4,-1,511,1
hanoi-adj,9,5,claude-3-7-sonnet-20250219,32000,0.1,4363,49856,-1,175,0
hanoi-adj,9,5,deepseek-chat,0,0.1,4224,4,-1,511,1
hanoi-adj,9,5,gemini-2.5-pro-preview-06-05,32000,0.1,4095,1696,-1,511,1
hanoi-adj,9,5,gpt-4.1-2025-04-14,0,0.1,4095,4,-1,351,0
hanoi-adj,9,5,sonar-reasoning-pro,32000,0.1,4097,4711,-1,175,0
hanoi-adj,9,6,claude-3-7-sonnet-20250219,0,0.1,4471,4,-1,511,1
hanoi-adj,9,6,claude-3-7-sonnet-20250219,32000,0.1,4103,60335,-1,175,0
hanoi-adj,9,6,deepseek-chat,0,0.1,4224,4,-1,511,1
hanoi-adj,9,6,gemini-2.5-pro-preview-06-05,32000,0.1,4096,670,-1,511,1
hanoi-adj,9,6,gpt-4.1-2025-04-14,0,0.1,1807,4,-1,0,0
hanoi-adj,9,6,sonar-reasoning-pro,32000,0.1,4097,9974,-1,11,0
hanoi-adj,9,7,claude-3-7-sonnet-20250219,0,0.1,4461,4,-1,15,0
hanoi-adj,9,7,claude-3-7-sonnet-20250219,32000,0.1,4095,38333,-1,511,1
hanoi-adj,9,7,deepseek-chat,0,0.1,5211,4,-1,511,1
hanoi-adj,9,7,gemini-2.5-pro-preview-06-05,32000,0.1,4095,1967,-1,511,1
hanoi-adj,9,7,gpt-4.1-2025-04-14,0,0.1,29831,4,-1,87,0
hanoi-adj,9,7,sonar-reasoning-pro,32000,0.1,4097,6330,-1,11,0
hanoi-adj,9,8,claude-3-7-sonnet-20250219,0,0.1,4461,4,-1,15,0
hanoi-adj,9,8,claude-3-7-sonnet-20250219,32000,0.1,4226,22646,-1,15,0
hanoi-adj,9,8,deepseek-chat,0,0.1,6300,4,-1,79,0
hanoi-adj,9,8,gemini-2.5-pro-preview-06-05,32000,0.1,4095,2331,-1,511,1
hanoi-adj,9,8,gpt-4.1-2025-04-14,0,0.1,3583,4,-1,87,0
hanoi-adj,9,8,sonar-reasoning-pro,32000,0.1,1125,4,-1,0,0
hanoi-adj,9,9,claude-3-7-sonnet-20250219,0,0.1,4493,4,-1,511,1
hanoi-adj,9,9,claude-3-7-sonnet-20250219,32000,0.1,4103,34470,-1,79,0
hanoi-adj,9,9,deepseek-chat,0,0.1,4191,4,-1,511,1
hanoi-adj,9,9,gemini-2.5-pro-preview-06-05,32000,0.1,4103,2441,-1,511,1
hanoi-adj,9,9,gpt-4.1-2025-04-14,0,0.1,3583,4,-1,87,0
hanoi-adj,9,9,sonar-reasoning-pro,32000,0.1,3329,10955,-1,11,0
hanoi-adj,8,0,claude-3-7-sonnet-20250219,0,0.1,2427,4,-1,15,0
hanoi-adj,8,0,claude-3-7-sonnet-20250219,32000,0.1,2055,48411,-1,127,0
hanoi-adj,8,0,deepseek-chat,0,0.1,2144,4,-1,127,0
hanoi-adj,8,0,gemini-2.5-pro-preview-06-05,32000,0.1,2047,1234,-1,255,1
hanoi-adj,8,0,gpt-4.1-2025-04-14,0,0.1,1791,4,-1,87,0
hanoi-adj,8,0,sonar-reasoning-pro,32000,0.1,2305,8705,-1,159,0
