experiment,n,i,model,reasoning_budget,temperature,response_chars,thoughts_chars,first_correction,valid_prefix_length,is_valid_solution
hanoi-csv,14,5,claude-3-7-sonnet-20250219,0,0.1,46306,4,-1,15,0
hanoi-csv,14,5,claude-3-7-sonnet-20250219,32000,0.1,4,86924,-1,0,0
hanoi-csv,14,5,deepseek-chat,0,0.1,8307,4,-1,79,0
hanoi-csv,14,5,gemini-2.5-pro-preview-06-05,32000,0.1,47656,1801,-1,1535,0
hanoi-csv,14,5,gpt-4.1-2025-04-14,0,0.1,1193,4,-1,87,0
hanoi-csv,14,5,sonar-reasoning-pro,32000,0.1,13237,12016,-1,79,0
hanoi-csv,14,6,claude-3-7-sonnet-20250219,0,0.1,64132,4,-1,15,0
hanoi-csv,14,6,claude-3-7-sonnet-20250219,32000,0.1,48618,20670,-1,39,0
hanoi-csv,14,6,deepseek-chat,0,0.1,8384,4,-1,895,0
hanoi-csv,14,6,gemini-2.5-pro-preview-06-05,32000,0.1,36900,1725,-1,1535,0
hanoi-csv,14,6,gpt-4.1-2025-04-14,0,0.1,3104,4,-1,512,0
hanoi-csv,14,6,sonar-reasoning-pro,32000,0.1,12541,14403,-1,351,0
hanoi-csv,14,7,claude-3-7-sonnet-20250219,0,0.1,64121,4,-1,15,0
hanoi-csv,14,7,claude-3-7-sonnet-20250219,32000,0.1,48776,35360,-1,15,0
hanoi-csv,14,7,deepseek-chat,0,0.1,8472,4,-1,895,0
hanoi-csv,14,7,gemini-2.5-pro-preview-06-05,32000,0.1,43046,1344,-1,1535,0
hanoi-csv,14,7,gpt-4.1-2025-04-14,0,0.1,3104,4,-1,512,0
hanoi-csv,14,7,sonar-reasoning-pro,32000,0.1,837,9523,-1,127,0
hanoi-csv,14,8,claude-3-7-sonnet-20250219,0,0.1,64162,4,-1,15,0
hanoi-csv,14,8,claude-3-7-sonnet-20250219,32000,0.1,4,77555,-1,0,0
hanoi-csv,14,8,deepseek-chat,0,0.1,8332,4,-1,79,0
hanoi-csv,14,8,gemini-2.5-pro-preview-06-05,32000,0.1,46119,2204,-1,21,0
hanoi-csv,14,8,gpt-4.1-2025-04-14,0,0.1,5018,4,-1,703,0
hanoi-csv,14,8,sonar-reasoning-pro,32000,0.1,826,7679,-1,127,0
hanoi-csv,14,9,claude-3-7-sonnet-20250219,0,0.1,64116,4,-1,15,0
hanoi-csv,14,9,claude-3-7-sonnet-20250219,32000,0.1,44851,36856,-1,79,0
hanoi-csv,14,9,deepseek-chat,0,0.1,8331,4,-1,79,0
hanoi-csv,14,9,gemini-2.5-pro-preview-06-05,32000,0.1,36901,2805,-1,1535,0
hanoi-csv,14,9,gpt-4.1-2025-04-14,0,0.1,5018,4,-1,703,0
hanoi-csv,14,9,sonar-reasoning-pro,32000,0.1,14446,6506,-1,31,0
hanoi-csv,12,0,claude-3-7-sonnet-20250219,0,0.1,17257,4,-1,15,0
hanoi-csv,12,0,claude-3-7-sonnet-20250219,32000,0.1,12363,39396,-1,79,0
hanoi-csv,12,0,deepseek-chat,0,0.1,8307,4,-1,79,0
hanoi-csv,12,0,gemini-2.5-pro-preview-06-05,32000,0.1,24608,1397,-1,4095,1
hanoi-csv,12,0,gpt-4.1-2025-04-14,0,0.1,9244,4,-1,671,0
hanoi-csv,12,0,sonar-reasoning-pro,32000,0.1,10093,15699,-1,159,0
hanoi-csv,12,1,claude-3-7-sonnet-20250219,0,0.1,23350,4,-1,15,0
hanoi-csv,12,1,claude-3-7-sonnet-20250219,32000,0.1,19616,28544,-1,15,0
hanoi-csv,12,1,deepseek-chat,0,0.1,8308,4,-1,11,0
hanoi-csv,12,1,gemini-2.5-pro-preview-06-05,32000,0.1,24608,2136,-1,4095,1
hanoi-csv,12,1,gpt-4.1-2025-04-14,0,0.1,918,4,-1,0,0
hanoi-csv,12,1,sonar-reasoning-pro,32000,0.1,836,11921,-1,79,0
hanoi-csv,12,2,claude-3-7-sonnet-20250219,0,0.1,21380,4,-1,15,0
hanoi-csv,12,2,claude-3-7-sonnet-20250219,32000,0.1,18604,43279,-1,13,0
hanoi-csv,12,2,deepseek-chat,0,0.1,8308,4,-1,895,0
hanoi-csv,12,2,gemini-2.5-pro-preview-06-05,32000,0.1,24608,1447,-1,3583,0
hanoi-csv,12,2,gpt-4.1-2025-04-14,0,0.1,5018,4,-1,87,0
hanoi-csv,12,2,sonar-reasoning-pro,32000,0.1,14749,5871,-1,11,0
hanoi-csv,12,3,claude-3-7-sonnet-20250219,0,0.1,19224,4,-1,15,0
hanoi-csv,12,3,claude-3-7-sonnet-20250219,32000,0.1,8544,66835,-1,13,0
hanoi-csv,12,3,deepseek-chat,0,0.1,8310,4,-1,79,0
hanoi-csv,12,3,gemini-2.5-pro-preview-06-05,32000,0.1,21536,1338,-1,767,0
hanoi-csv,12,3,gpt-4.1-2025-04-14,0,0.1,8476,4,-1,87,0
hanoi-csv,12,3,sonar-reasoning-pro,32000,0.1,6608,8731,-1,127,0
hanoi-csv,12,4,claude-3-7-sonnet-20250219,0,0.1,24793,4,-1,15,0
hanoi-csv,12,4,claude-3-7-sonnet-20250219,32000,0.1,24600,47870,-1,23,0
hanoi-csv,12,4,deepseek-chat,0,0.1,8305,4,-1,1359,0
hanoi-csv,12,4,gemini-2.5-pro-preview-06-05,32000,0.1,24611,1423,-1,4095,1
hanoi-csv,12,4,gpt-4.1-2025-04-14,0,0.1,8092,4,-1,87,0
hanoi-csv,12,4,sonar-reasoning-pro,32000,0.1,836,13076,-1,127,0
hanoi-csv,12,5,claude-3-7-sonnet-20250219,0,0.1,20325,4,-1,15,0
hanoi-csv,12,5,claude-3-7-sonnet-20250219,32000,0.1,23104,48579,-1,351,0
hanoi-csv,12,5,deepseek-chat,0,0.1,8309,4,-1,79,0
hanoi-csv,12,5,gemini-2.5-pro-preview-06-05,32000,0.1,21538,1149,-1,1535,0
hanoi-csv,12,5,gpt-4.1-2025-04-14,0,0.1,6555,4,-1,703,0
hanoi-csv,12,5,sonar-reasoning-pro,32000,0.1,10832,8736,-1,159,0
hanoi-csv,12,6,claude-3-7-sonnet-20250219,0,0.1,24404,4,-1,15,0
hanoi-csv,12,6,claude-3-7-sonnet-20250219,32000,0.1,24735,41524,-1,23,0
hanoi-csv,12,6,deepseek-chat,0,0.1,8311,4,-1,447,0
hanoi-csv,12,6,gemini-2.5-pro-preview-06-05,32000,0.1,18462,2213,-1,1535,0
hanoi-csv,12,6,gpt-4.1-2025-04-14,0,0.1,6555,4,-1,87,0
hanoi-csv,12,6,sonar-reasoning-pro,32000,0.1,1467,20371,-1,79,0
hanoi-csv,12,7,claude-3-7-sonnet-20250219,0,0.1,30886,4,-1,15,0
hanoi-csv,12,7,claude-3-7-sonnet-20250219,32000,0.1,21670,38478,-1,23,0
hanoi-csv,12,7,deepseek-chat,0,0.1,8469,4,-1,895,0
hanoi-csv,12,7,gemini-2.5-pro-preview-06-05,32000,0.1,24608,1459,-1,767,0
hanoi-csv,12,7,gpt-4.1-2025-04-14,0,0.1,5018,4,-1,87,0
hanoi-csv,12,7,sonar-reasoning-pro,32000,0.1,6991,9702,-1,159,0
hanoi-csv,12,8,claude-3-7-sonnet-20250219,0,0.1,21476,4,-1,15,0
hanoi-csv,12,8,claude-3-7-sonnet-20250219,32000,0.1,17927,41587,-1,11,0
hanoi-csv,12,8,deepseek-chat,0,0.1,8308,4,-1,79,0
hanoi-csv,12,8,gemini-2.5-pro-preview-06-05,32000,0.1,23072,1463,-1,1535,0
hanoi-csv,12,8,gpt-4.1-2025-04-14,0,0.1,7708,4,-1,703,0
hanoi-csv,12,8,sonar-reasoning-pro,32000,0.1,9301,15072,-1,159,0
hanoi-csv,12,9,claude-3-7-sonnet-20250219,0,0.1,22436,4,-1,15,0
hanoi-csv,12,9,claude-3-7-sonnet-20250219,32000,0.1,24608,44999,-1,15,0
hanoi-csv,12,9,deepseek-chat,0,0.1,8309,4,-1,223,0
hanoi-csv,12,9,gemini-2.5-pro-preview-06-05,32000,0.1,24611,1218,-1,1535,0
hanoi-csv,12,9,gpt-4.1-2025-04-14,0,0.1,5018,4,-1,703,0
hanoi-csv,12,9,sonar-reasoning-pro,32000,0.1,2944,12321,-1,39,0
hanoi-csv,11,0,claude-3-7-sonnet-20250219,0,0.1,11680,4,-1,15,0
hanoi-csv,11,0,claude-3-7-sonnet-20250219,32000,0.1,8636,41366,-1,9,0
hanoi-csv,11,0,deepseek-chat,0,0.1,8307,4,-1,11,0
hanoi-csv,11,0,gemini-2.5-pro-preview-06-05,32000,0.1,12316,1432,-1,2047,1
hanoi-csv,11,0,gpt-4.1-2025-04-14,0,0.1,5025,4,-1,703,0
hanoi-csv,11,0,sonar-reasoning-pro,32000,0.1,10448,19285,-1,79,0
hanoi-csv,11,1,claude-3-7-sonnet-20250219,0,0.1,14097,4,-1,15,0
hanoi-csv,11,1,claude-3-7-sonnet-20250219,32000,0.1,12356,50293,-1,39,0
hanoi-csv,11,1,deepseek-chat,0,0.1,8305,4,-1,767,0
hanoi-csv,11,1,gemini-2.5-pro-preview-06-05,32000,0.1,12316,1957,-1,2047,1
hanoi-csv,11,1,gpt-4.1-2025-04-14,0,0.1,5025,4,-1,703,0
hanoi-csv,11,1,sonar-reasoning-pro,32000,0.1,1619,10868,-1,255,0
hanoi-csv,11,2,claude-3-7-sonnet-20250219,0,0.1,10005,4,-1,15,0
hanoi-csv,11,2,claude-3-7-sonnet-20250219,32000,0.1,12348,23908,-1,79,0
hanoi-csv,11,2,deepseek-chat,0,0.1,7062,4,-1,767,0
hanoi-csv,11,2,gemini-2.5-pro-preview-06-05,32000,0.1,12316,1321,-1,2047,1
hanoi-csv,11,2,gpt-4.1-2025-04-14,0,0.1,5025,4,-1,703,0
hanoi-csv,11,2,sonar-reasoning-pro,32000,0.1,10761,5021,-1,79,0
hanoi-csv,11,3,claude-3-7-sonnet-20250219,0,0.1,14114,4,-1,15,0
hanoi-csv,11,3,claude-3-7-sonnet-20250219,32000,0.1,9250,70683,-1,9,0
hanoi-csv,11,3,deepseek-chat,0,0.1,7363,4,-1,79,0
hanoi-csv,11,3,gemini-2.5-pro-preview-06-05,32000,0.1,12316,1467,-1,2047,1
hanoi-csv,11,3,gpt-4.1-2025-04-14,0,0.1,5025,4,-1,703,0
hanoi-csv,11,3,sonar-reasoning-pro,32000,0.1,5483,11124,-1,703,0
hanoi-csv,11,4,claude-3-7-sonnet-20250219,0,0.1,14114,4,-1,15,0
hanoi-csv,11,4,claude-3-7-sonnet-20250219,32000,0.1,12443,54486,-1,2047,1
hanoi-csv,11,4,deepseek-chat,0,0.1,7062,4,-1,767,0
hanoi-csv,11,4,gemini-2.5-pro-preview-06-05,32000,0.1,12319,2071,-1,2047,1
hanoi-csv,11,4,gpt-4.1-2025-04-14,0,0.1,5402,4,-1,895,0
hanoi-csv,11,4,sonar-reasoning-pro,32000,0.1,836,17068,-1,79,0
hanoi-csv,11,5,claude-3-7-sonnet-20250219,0,0.1,12449,4,-1,15,0
hanoi-csv,11,5,claude-3-7-sonnet-20250219,32000,0.1,12356,32983,-1,79,0
hanoi-csv,11,5,deepseek-chat,0,0.1,8307,4,-1,767,0
hanoi-csv,11,5,gemini-2.5-pro-preview-06-05,32000,0.1,12316,1335,-1,2047,1
hanoi-csv,11,5,gpt-4.1-2025-04-14,0,0.1,6939,4,-1,703,0
hanoi-csv,11,5,sonar-reasoning-pro,32000,0.1,14925,4758,-1,79,0
hanoi-csv,11,6,claude-3-7-sonnet-20250219,0,0.1,12501,4,-1,15,0
hanoi-csv,11,6,claude-3-7-sonnet-20250219,32000,0.1,12485,67868,-1,15,0
hanoi-csv,11,6,deepseek-chat,0,0.1,7244,4,-1,767,0
hanoi-csv,11,6,gemini-2.5-pro-preview-06-05,32000,0.1,11548,1768,-1,895,0
hanoi-csv,11,6,gpt-4.1-2025-04-14,0,0.1,5025,4,-1,703,0
hanoi-csv,11,6,sonar-reasoning-pro,32000,0.1,12961,12253,-1,287,0
hanoi-csv,11,7,claude-3-7-sonnet-20250219,0,0.1,15650,4,-1,15,0
hanoi-csv,11,7,claude-3-7-sonnet-20250219,32000,0.1,12308,22651,-1,79,0
hanoi-csv,11,7,deepseek-chat,0,0.1,8451,4,-1,223,0
hanoi-csv,11,7,gemini-2.5-pro-preview-06-05,32000,0.1,12316,2615,-1,2047,1
hanoi-csv,11,7,gpt-4.1-2025-04-14,0,0.1,6939,4,-1,639,0
hanoi-csv,11,7,sonar-reasoning-pro,32000,0.1,810,14626,-1,79,0
hanoi-csv,11,8,claude-3-7-sonnet-20250219,0,0.1,15650,4,-1,15,0
hanoi-csv,11,8,claude-3-7-sonnet-20250219,32000,0.1,12348,22830,-1,15,0
hanoi-csv,11,8,deepseek-chat,0,0.1,8451,4,-1,447,0
hanoi-csv,11,8,gemini-2.5-pro-preview-06-05,32000,0.1,12319,1559,-1,2047,1
hanoi-csv,11,8,gpt-4.1-2025-04-14,0,0.1,5025,4,-1,703,0
hanoi-csv,11,8,sonar-reasoning-pro,32000,0.1,13993,8738,-1,703,0
hanoi-csv,11,9,claude-3-7-sonnet-20250219,0,0.1,11996,4,-1,15,0
hanoi-csv,11,9,claude-3-7-sonnet-20250219,32000,0.1,12308,37771,-1,31,0
hanoi-csv,11,9,deepseek-chat,0,0.1,8306,4,-1,447,0
hanoi-csv,11,9,gemini-2.5-pro-preview-06-05,32000,0.1,12316,1648,-1,2047,1
hanoi-csv,11,9,gpt-4.1-2025-04-14,0,0.1,5018,4,-1,87,0
hanoi-csv,11,9,sonar-reasoning-pro,32000,0.1,5756,4774,-1,287,0
hanoi-csv,10,0,claude-3-7-sonnet-20250219,0,0.1,6355,4,-1,15,0
hanoi-csv,10,0,claude-3-7-sonnet-20250219,32000,0.1,6162,35235,-1,15,0
hanoi-csv,10,0,deepseek-chat,0,0.1,6292,4,-1,511,0
hanoi-csv,10,0,gemini-2.5-pro-preview-06-05,32000,0.1,6173,1257,-1,1023,1
hanoi-csv,10,0,gpt-4.1-2025-04-14,0,0.1,5402,4,-1,767,0
hanoi-csv,10,0,sonar-reasoning-pro,32000,0.1,836,9937,-1,79,0
hanoi-csv,10,1,claude-3-7-sonnet-20250219,0,0.1,6330,4,-1,15,0
hanoi-csv,10,1,claude-3-7-sonnet-20250219,32000,0.1,6211,45311,-1,15,0
hanoi-csv,10,1,deepseek-chat,0,0.1,5527,4,-1,511,0
hanoi-csv,10,1,gemini-2.5-pro-preview-06-05,32000,0.1,6170,1770,-1,639,0
hanoi-csv,10,1,gpt-4.1-2025-04-14,0,0.1,4292,4,-1,639,0
hanoi-csv,10,1,sonar-reasoning-pro,32000,0.1,6164,7853,-1,319,0
hanoi-csv,10,2,claude-3-7-sonnet-20250219,0,0.1,6302,4,-1,15,0
hanoi-csv,10,2,claude-3-7-sonnet-20250219,32000,0.1,6170,114031,-1,15,0
hanoi-csv,10,2,deepseek-chat,0,0.1,4605,4,-1,447,0
hanoi-csv,10,2,gemini-2.5-pro-preview-06-05,32000,0.1,6170,1450,-1,511,0
hanoi-csv,10,2,gpt-4.1-2025-04-14,0,0.1,458,4,-1,0,0
hanoi-csv,10,2,sonar-reasoning-pro,32000,0.1,855,10210,-1,79,0
hanoi-csv,10,3,claude-3-7-sonnet-20250219,0,0.1,6328,4,-1,15,0
hanoi-csv,10,3,claude-3-7-sonnet-20250219,32000,0.1,6162,30960,-1,15,0
hanoi-csv,10,3,deepseek-chat,0,0.1,4378,4,-1,383,0
hanoi-csv,10,3,gemini-2.5-pro-preview-06-05,32000,0.1,6170,1404,-1,1023,1
hanoi-csv,10,3,gpt-4.1-2025-04-14,0,0.1,3872,4,-1,87,0
hanoi-csv,10,3,sonar-reasoning-pro,32000,0.1,8276,8090,-1,319,0
hanoi-csv,10,4,claude-3-7-sonnet-20250219,0,0.1,6110,4,-1,15,0
hanoi-csv,10,4,claude-3-7-sonnet-20250219,32000,0.1,6210,34614,-1,47,0
hanoi-csv,10,4,deepseek-chat,0,0.1,6289,4,-1,511,0
hanoi-csv,10,4,gemini-2.5-pro-preview-06-05,32000,0.1,6170,1997,-1,1023,1
hanoi-csv,10,4,gpt-4.1-2025-04-14,0,0.1,5402,4,-1,767,0
hanoi-csv,10,4,sonar-reasoning-pro,32000,0.1,6164,15164,-1,159,0
hanoi-csv,10,5,claude-3-7-sonnet-20250219,0,0.1,6307,4,-1,15,0
hanoi-csv,10,5,claude-3-7-sonnet-20250219,32000,0.1,6210,37991,-1,15,0
hanoi-csv,10,5,deepseek-chat,0,0.1,5713,4,-1,79,0
hanoi-csv,10,5,gemini-2.5-pro-preview-06-05,32000,0.1,6170,2563,-1,21,0
hanoi-csv,10,5,gpt-4.1-2025-04-14,0,0.1,5402,4,-1,639,0
hanoi-csv,10,5,sonar-reasoning-pro,32000,0.1,6932,7367,-1,159,0
hanoi-csv,10,6,claude-3-7-sonnet-20250219,0,0.1,5630,4,-1,15,0
hanoi-csv,10,6,claude-3-7-sonnet-20250219,32000,0.1,6334,52184,-1,47,0
hanoi-csv,10,6,deepseek-chat,0,0.1,4759,4,-1,511,0
hanoi-csv,10,6,gemini-2.5-pro-preview-06-05,32000,0.1,6170,978,-1,1023,1
hanoi-csv,10,6,gpt-4.1-2025-04-14,0,0.1,5402,4,-1,87,0
hanoi-csv,10,6,sonar-reasoning-pro,32000,0.1,6231,9996,-1,159,0
hanoi-csv,10,7,claude-3-7-sonnet-20250219,0,0.1,6302,4,-1,15,0
hanoi-csv,10,7,claude-3-7-sonnet-20250219,32000,0.1,6114,48517,-1,15,0
hanoi-csv,10,7,deepseek-chat,0,0.1,5521,4,-1,511,0
hanoi-csv,10,7,gemini-2.5-pro-preview-06-05,32000,0.1,6173,1661,-1,1023,1
hanoi-csv,10,7,gpt-4.1-2025-04-14,0,0.1,3104,4,-1,511,0
hanoi-csv,10,7,sonar-reasoning-pro,32000,0.1,6548,7594,-1,159,0
hanoi-csv,10,8,claude-3-7-sonnet-20250219,0,0.1,6302,4,-1,15,0
hanoi-csv,10,8,claude-3-7-sonnet-20250219,32000,0.1,6170,64072,-1,15,0
hanoi-csv,10,8,deepseek-chat,0,0.1,6289,4,-1,767,0
hanoi-csv,10,8,gemini-2.5-pro-preview-06-05,32000,0.1,6173,2108,-1,1023,1
hanoi-csv,10,8,gpt-4.1-2025-04-14,0,0.1,4250,4,-1,87,0
hanoi-csv,10,8,sonar-reasoning-pro,32000,0.1,6210,6580,-1,159,0
hanoi-csv,10,9,claude-3-7-sonnet-20250219,0,0.1,6110,4,-1,15,0
hanoi-csv,10,9,claude-3-7-sonnet-20250219,32000,0.1,6301,29029,-1,79,0
hanoi-csv,10,9,deepseek-chat,0,0.1,5521,4,-1,511,0
hanoi-csv,10,9,gemini-2.5-pro-preview-06-05,32000,0.1,6170,1076,-1,1023,1
hanoi-csv,10,9,gpt-4.1-2025-04-14,0,0.1,5402,4,-1,511,0
hanoi-csv,10,9,sonar-reasoning-pro,32000,0.1,6239,11029,-1,159,0
hanoi-csv,9,0,claude-3-7-sonnet-20250219,0,0.1,3035,4,-1,15,0
hanoi-csv,9,0,claude-3-7-sonnet-20250219,32000,0.1,3097,32481,-1,79,0
hanoi-csv,9,0,deepseek-chat,0,0.1,3027,4,-1,479,0
hanoi-csv,9,0,gemini-2.5-pro-preview-06-05,32000,0.1,3097,1487,-1,511,1
hanoi-csv,9,0,gpt-4.1-2025-04-14,0,0.1,3098,4,-1,351,0
hanoi-csv,9,0,sonar-reasoning-pro,32000,0.1,3091,6732,-1,79,0
hanoi-csv,9,1,claude-3-7-sonnet-20250219,0,0.1,3227,4,-1,15,0
hanoi-csv,9,1,claude-3-7-sonnet-20250219,32000,0.1,3097,32499,-1,511,1
hanoi-csv,9,1,deepseek-chat,0,0.1,2835,4,-1,447,0
hanoi-csv,9,1,gemini-2.5-pro-preview-06-05,32000,0.1,3097,1844,-1,511,1
hanoi-csv,9,1,gpt-4.1-2025-04-14,0,0.1,3097,4,-1,511,1
hanoi-csv,9,1,sonar-reasoning-pro,32000,0.1,3091,9545,-1,159,0
hanoi-csv,9,2,claude-3-7-sonnet-20250219,0,0.1,3354,4,-1,15,0
hanoi-csv,9,2,claude-3-7-sonnet-20250219,32000,0.1,3149,46086,-1,15,0
hanoi-csv,9,2,deepseek-chat,0,0.1,3027,4,-1,479,0
hanoi-csv,9,2,gemini-2.5-pro-preview-06-05,32000,0.1,3100,1796,-1,511,1
hanoi-csv,9,2,gpt-4.1-2025-04-14,0,0.1,3097,4,-1,511,1
hanoi-csv,9,2,sonar-reasoning-pro,32000,0.1,3091,10730,-1,79,0
hanoi-csv,9,3,claude-3-7-sonnet-20250219,0,0.1,3336,4,-1,15,0
hanoi-csv,9,3,claude-3-7-sonnet-20250219,32000,0.1,3040,38958,-1,79,0
hanoi-csv,9,3,deepseek-chat,0,0.1,3027,4,-1,479,0
hanoi-csv,9,3,gemini-2.5-pro-preview-06-05,32000,0.1,3097,2283,-1,511,1
hanoi-csv,9,3,gpt-4.1-2025-04-14,0,0.1,3097,4,-1,351,0
hanoi-csv,9,3,sonar-reasoning-pro,32000,0.1,3091,15729,-1,511,1
hanoi-csv,9,4,claude-3-7-sonnet-20250219,0,0.1,3336,4,-1,15,0
hanoi-csv,9,4,claude-3-7-sonnet-20250219,32000,0.1,3324,31826,-1,23,0
hanoi-csv,9,4,deepseek-chat,0,0.1,3219,4,-1,511,1
hanoi-csv,9,4,gemini-2.5-pro-preview-06-05,32000,0.1,3100,1697,-1,511,1
hanoi-csv,9,4,gpt-4.1-2025-04-14,0,0.1,3097,4,-1,511,1
hanoi-csv,9,4,sonar-reasoning-pro,32000,0.1,3091,4265,-1,79,0
hanoi-csv,9,5,claude-3-7-sonnet-20250219,0,0.1,3227,4,-1,15,0
hanoi-csv,9,5,claude-3-7-sonnet-20250219,32000,0.1,3097,28602,-1,511,1
hanoi-csv,9,5,deepseek-chat,0,0.1,3219,4,-1,511,1
hanoi-csv,9,5,gemini-2.5-pro-preview-06-05,32000,0.1,3097,1496,-1,511,1
hanoi-csv,9,5,gpt-4.1-2025-04-14,0,0.1,3097,4,-1,511,1
hanoi-csv,9,5,sonar-reasoning-pro,32000,0.1,3139,11496,-1,79,0
hanoi-csv,9,6,claude-3-7-sonnet-20250219,0,0.1,3354,4,-1,15,0
hanoi-csv,9,6,claude-3-7-sonnet-20250219,32000,0.1,3128,33197,-1,15,0
hanoi-csv,9,6,deepseek-chat,0,0.1,3219,4,-1,511,1
hanoi-csv,9,6,gemini-2.5-pro-preview-06-05,32000,0.1,3100,1526,-1,511,1
hanoi-csv,9,6,gpt-4.1-2025-04-14,0,0.1,3097,4,-1,511,1
hanoi-csv,9,6,sonar-reasoning-pro,32000,0.1,3091,5134,-1,79,0
hanoi-csv,9,7,claude-3-7-sonnet-20250219,0,0.1,3336,4,-1,15,0
hanoi-csv,9,7,claude-3-7-sonnet-20250219,32000,0.1,3185,32810,-1,15,0
hanoi-csv,9,7,deepseek-chat,0,0.1,3219,4,-1,511,1
hanoi-csv,9,7,gemini-2.5-pro-preview-06-05,32000,0.1,3100,1823,-1,511,1
hanoi-csv,9,7,gpt-4.1-2025-04-14,0,0.1,3097,4,-1,511,1
hanoi-csv,9,7,sonar-reasoning-pro,32000,0.1,4318,9002,-1,15,0
hanoi-csv,9,8,claude-3-7-sonnet-20250219,0,0.1,3377,4,-1,15,0
hanoi-csv,9,8,claude-3-7-sonnet-20250219,32000,0.1,3136,33750,-1,39,0
hanoi-csv,9,8,deepseek-chat,0,0.1,3219,4,-1,511,1
hanoi-csv,9,8,gemini-2.5-pro-preview-06-05,32000,0.1,3097,2090,-1,511,1
hanoi-csv,9,8,gpt-4.1-2025-04-14,0,0.1,3097,4,-1,351,0
hanoi-csv,9,8,sonar-reasoning-pro,32000,0.1,3091,6040,-1,79,0
hanoi-csv,9,9,claude-3-7-sonnet-20250219,0,0.1,3408,4,-1,15,0
hanoi-csv,9,9,claude-3-7-sonnet-20250219,32000,0.1,3331,42497,-1,39,0
hanoi-csv,9,9,deepseek-chat,0,0.1,3027,4,-1,479,0
hanoi-csv,9,9,gemini-2.5-pro-preview-06-05,32000,0.1,3100,2125,-1,511,1
hanoi-csv,9,9,gpt-4.1-2025-04-14,0,0.1,3097,4,-1,511,1
hanoi-csv,9,9,sonar-reasoning-pro,32000,0.1,3091,16620,-1,79,0
hanoi-csv,8,0,claude-3-7-sonnet-20250219,0,0.1,1691,4,-1,15,0
hanoi-csv,8,0,claude-3-7-sonnet-20250219,32000,0.1,1561,32313,-1,255,1
hanoi-csv,8,0,deepseek-chat,0,0.1,1683,4,-1,127,0
hanoi-csv,8,0,gemini-2.5-pro-preview-06-05,32000,0.1,1561,2301,-1,127,0
hanoi-csv,8,0,gpt-4.1-2025-04-14,0,0.1,2329,4,-1,255,0
hanoi-csv,8,0,sonar-reasoning-pro,32000,0.1,1555,8691,-1,255,1
hanoi-csv,8,1,claude-3-7-sonnet-20250219,0,0.1,1691,4,-1,15,0
