experiment,n,i,model,reasoning_budget,temperature,response_chars,thoughts_chars,first_correction,valid_prefix_length,is_valid_solution
hanoi-trck,14,4,gemini-2.5-pro-preview-06-05,32000,0.1,60244,1034,-1,2,0
hanoi-trck,14,4,gpt-4.1-2025-04-14,0,0.1,11318,4,-1,11,0
hanoi-trck,14,4,sonar-reasoning-pro,32000,0.1,1336,11236,-1,7,0
hanoi-trck,14,5,claude-3-7-sonnet-20250219,0,0.1,77848,4,-1,4,0
hanoi-trck,14,5,claude-3-7-sonnet-20250219,32000,0.1,52158,37937,-1,11,0
hanoi-trck,14,5,deepseek-chat,0,0.1,2971,4,-1,5,0
hanoi-trck,14,5,gemini-2.5-pro-preview-06-05,32000,0.1,48623,1716,-1,22,0
hanoi-trck,14,5,gpt-4.1-2025-04-14,0,0.1,12171,4,-1,11,0
hanoi-trck,14,5,sonar-reasoning-pro,32000,0.1,1063,7541,-1,0,0
hanoi-trck,14,6,claude-3-7-sonnet-20250219,0,0.1,76578,4,-1,3,0
hanoi-trck,14,6,claude-3-7-sonnet-20250219,32000,0.1,21958,52439,-1,0,0
hanoi-trck,14,6,deepseek-chat,0,0.1,4781,4,-1,1,0
hanoi-trck,14,6,gemini-2.5-pro-preview-06-05,32000,0.1,30489,2059,-1,6,0
hanoi-trck,14,6,gpt-4.1-2025-04-14,0,0.1,4076,4,-1,11,0
hanoi-trck,14,6,sonar-reasoning-pro,32000,0.1,191,4,-1,0,0
hanoi-trck,14,7,claude-3-7-sonnet-20250219,0,0.1,78141,4,-1,4,0
hanoi-trck,14,7,claude-3-7-sonnet-20250219,32000,0.1,54268,46401,-1,11,0
hanoi-trck,14,7,deepseek-chat,0,0.1,8303,4,-1,3,0
hanoi-trck,14,7,gemini-2.5-pro-preview-06-05,32000,0.1,5495,2373,-1,7,0
hanoi-trck,14,7,gpt-4.1-2025-04-14,0,0.1,5260,4,-1,11,0
hanoi-trck,14,7,sonar-reasoning-pro,32000,0.1,1332,5637,-1,8,0
hanoi-trck,14,8,claude-3-7-sonnet-20250219,0,0.1,45150,4,-1,0,0
hanoi-trck,14,8,claude-3-7-sonnet-20250219,32000,0.1,61302,40299,-1,21,0
hanoi-trck,14,8,deepseek-chat,0,0.1,2687,4,-1,9,0
hanoi-trck,14,8,gemini-2.5-pro-preview-06-05,32000,0.1,37315,1250,-1,15,0
hanoi-trck,14,8,gpt-4.1-2025-04-14,0,0.1,10313,4,-1,11,0
hanoi-trck,14,8,sonar-reasoning-pro,32000,0.1,1739,7552,-1,0,0
hanoi-trck,14,9,claude-3-7-sonnet-20250219,0,0.1,77291,4,-1,5,0
hanoi-trck,14,9,claude-3-7-sonnet-20250219,32000,0.1,49702,35368,-1,3,0
hanoi-trck,14,9,deepseek-chat,0,0.1,5097,4,-1,1,0
hanoi-trck,14,9,gemini-2.5-pro-preview-06-05,32000,0.1,21172,1936,-1,15,0
hanoi-trck,14,9,gpt-4.1-2025-04-14,0,0.1,3288,4,-1,12,0
hanoi-trck,14,9,sonar-reasoning-pro,32000,0.1,3451,12456,-1,11,0
hanoi-trck,12,0,claude-3-7-sonnet-20250219,0,0.1,75756,4,-1,4,0
hanoi-trck,12,0,claude-3-7-sonnet-20250219,32000,0.1,55361,54633,-1,11,0
hanoi-trck,12,0,deepseek-chat,0,0.1,9940,4,-1,4,0
hanoi-trck,12,0,gemini-2.5-pro-preview-06-05,32000,0.1,60367,1684,-1,6,0
hanoi-trck,12,0,gpt-4.1-2025-04-14,0,0.1,2340,4,-1,6,0
hanoi-trck,12,0,sonar-reasoning-pro,32000,0.1,671,2147,-1,0,0
hanoi-trck,12,1,claude-3-7-sonnet-20250219,0,0.1,75803,4,-1,4,0
hanoi-trck,12,1,claude-3-7-sonnet-20250219,32000,0.1,13230,39044,-1,11,0
hanoi-trck,12,1,deepseek-chat,0,0.1,4289,4,-1,3,0
hanoi-trck,12,1,gemini-2.5-pro-preview-06-05,32000,0.1,26819,2048,-1,13,0
hanoi-trck,12,1,gpt-4.1-2025-04-14,0,0.1,2251,4,-1,6,0
hanoi-trck,12,1,sonar-reasoning-pro,32000,0.1,1203,7338,-1,0,0
hanoi-trck,12,2,claude-3-7-sonnet-20250219,0,0.1,75585,4,-1,4,0
hanoi-trck,12,2,claude-3-7-sonnet-20250219,32000,0.1,53778,42584,-1,12,0
hanoi-trck,12,2,deepseek-chat,0,0.1,9789,4,-1,3,0
hanoi-trck,12,2,gemini-2.5-pro-preview-06-05,32000,0.1,46955,2173,50,12,0
hanoi-trck,12,2,gpt-4.1-2025-04-14,0,0.1,3998,4,-1,11,0
hanoi-trck,12,2,sonar-reasoning-pro,32000,0.1,1451,9931,-1,1,0
hanoi-trck,12,3,claude-3-7-sonnet-20250219,0,0.1,75444,4,-1,4,0
hanoi-trck,12,3,claude-3-7-sonnet-20250219,32000,0.1,56010,35354,-1,3,0
hanoi-trck,12,3,deepseek-chat,0,0.1,9891,4,-1,5,0
hanoi-trck,12,3,gemini-2.5-pro-preview-06-05,32000,0.1,49025,1477,-1,11,0
hanoi-trck,12,3,gpt-4.1-2025-04-14,0,0.1,2220,4,-1,6,0
hanoi-trck,12,3,sonar-reasoning-pro,32000,0.1,672,8395,-1,6,0
hanoi-trck,12,4,claude-3-7-sonnet-20250219,0,0.1,74974,4,-1,4,0
hanoi-trck,12,4,claude-3-7-sonnet-20250219,32000,0.1,59940,39630,-1,2,0
hanoi-trck,12,4,deepseek-chat,0,0.1,9955,4,-1,5,0
hanoi-trck,12,4,gemini-2.5-pro-preview-06-05,32000,0.1,58226,1806,-1,17,0
hanoi-trck,12,4,gpt-4.1-2025-04-14,0,0.1,3483,4,-1,11,0
hanoi-trck,12,4,sonar-reasoning-pro,32000,0.1,665,7953,-1,6,0
hanoi-trck,12,5,claude-3-7-sonnet-20250219,0,0.1,75253,4,-1,4,0
hanoi-trck,12,5,claude-3-7-sonnet-20250219,32000,0.1,28364,30231,-1,2,0
hanoi-trck,12,5,deepseek-chat,0,0.1,4059,4,-1,1,0
hanoi-trck,12,5,gemini-2.5-pro-preview-06-05,32000,0.1,60941,1934,351,19,0
hanoi-trck,12,5,gpt-4.1-2025-04-14,0,0.1,5181,4,-1,11,0
hanoi-trck,12,5,sonar-reasoning-pro,32000,0.1,1247,13478,-1,8,0
hanoi-trck,12,6,claude-3-7-sonnet-20250219,0,0.1,75448,4,-1,4,0
hanoi-trck,12,6,claude-3-7-sonnet-20250219,32000,0.1,57437,38501,-1,11,0
hanoi-trck,12,6,deepseek-chat,0,0.1,4227,4,-1,5,0
hanoi-trck,12,6,gemini-2.5-pro-preview-06-05,32000,0.1,57449,1940,-1,23,0
hanoi-trck,12,6,gpt-4.1-2025-04-14,0,0.1,18439,4,-1,11,0
hanoi-trck,12,6,sonar-reasoning-pro,32000,0.1,1133,6089,-1,6,0
hanoi-trck,12,7,claude-3-7-sonnet-20250219,0,0.1,74924,4,-1,4,0
hanoi-trck,12,7,claude-3-7-sonnet-20250219,32000,0.1,20229,41679,-1,23,0
hanoi-trck,12,7,deepseek-chat,0,0.1,4536,4,-1,1,0
hanoi-trck,12,7,gemini-2.5-pro-preview-06-05,32000,0.1,56089,1759,-1,95,0
hanoi-trck,12,7,gpt-4.1-2025-04-14,0,0.1,2347,4,-1,11,0
hanoi-trck,12,7,sonar-reasoning-pro,32000,0.1,1591,11934,-1,0,0
hanoi-trck,12,8,claude-3-7-sonnet-20250219,0,0.1,26171,4,-1,4,0
hanoi-trck,12,8,claude-3-7-sonnet-20250219,32000,0.1,53238,39066,-1,20,0
hanoi-trck,12,8,deepseek-chat,0,0.1,9990,4,-1,1,0
hanoi-trck,12,8,gemini-2.5-pro-preview-06-05,32000,0.1,59955,1958,-1,6,0
hanoi-trck,12,8,gpt-4.1-2025-04-14,0,0.1,2205,4,-1,11,0
hanoi-trck,12,8,sonar-reasoning-pro,32000,0.1,1244,11761,-1,6,0
hanoi-trck,12,9,claude-3-7-sonnet-20250219,0,0.1,75318,4,-1,4,0
hanoi-trck,12,9,claude-3-7-sonnet-20250219,32000,0.1,58143,40135,-1,23,0
hanoi-trck,12,9,deepseek-chat,0,0.1,4223,4,-1,5,0
hanoi-trck,12,9,gemini-2.5-pro-preview-06-05,32000,0.1,56427,2090,-1,12,0
hanoi-trck,12,9,gpt-4.1-2025-04-14,0,0.1,4222,4,-1,4,0
hanoi-trck,12,9,sonar-reasoning-pro,32000,0.1,1299,4538,-1,1,0
hanoi-trck,11,0,claude-3-7-sonnet-20250219,0,0.1,67965,4,-1,4,0
hanoi-trck,11,0,claude-3-7-sonnet-20250219,32000,0.1,45139,63259,-1,12,0
hanoi-trck,11,0,deepseek-chat,0,0.1,3826,4,-1,1,0
hanoi-trck,11,0,gemini-2.5-pro-preview-06-05,32000,0.1,42110,1944,-1,23,0
hanoi-trck,11,0,gpt-4.1-2025-04-14,0,0.1,4460,4,-1,6,0
hanoi-trck,11,0,sonar-reasoning-pro,32000,0.1,1099,14536,-1,6,0
hanoi-trck,11,1,claude-3-7-sonnet-20250219,0,0.1,67322,4,-1,4,0
hanoi-trck,11,1,claude-3-7-sonnet-20250219,32000,0.1,16884,36833,-1,0,0
hanoi-trck,11,1,deepseek-chat,0,0.1,2350,4,-1,1,0
hanoi-trck,11,1,gemini-2.5-pro-preview-06-05,32000,0.1,58822,1636,-1,12,0
hanoi-trck,11,1,gpt-4.1-2025-04-14,0,0.1,3278,4,-1,11,0
hanoi-trck,11,1,sonar-reasoning-pro,32000,0.1,1294,3192,-1,4,0
hanoi-trck,11,2,claude-3-7-sonnet-20250219,0,0.1,67178,4,-1,4,0
hanoi-trck,11,2,claude-3-7-sonnet-20250219,32000,0.1,58223,41827,-1,4,0
hanoi-trck,11,2,deepseek-chat,0,0.1,4032,4,-1,5,0
hanoi-trck,11,2,gemini-2.5-pro-preview-06-05,32000,0.1,51037,2300,-1,15,0
hanoi-trck,11,2,gpt-4.1-2025-04-14,0,0.1,4138,4,-1,4,0
hanoi-trck,11,2,sonar-reasoning-pro,32000,0.1,1648,5223,-1,3,0
hanoi-trck,11,3,claude-3-7-sonnet-20250219,0,0.1,68297,4,-1,4,0
hanoi-trck,11,3,claude-3-7-sonnet-20250219,32000,0.1,60098,36700,-1,18,0
hanoi-trck,11,3,deepseek-chat,0,0.1,3888,4,-1,3,0
hanoi-trck,11,3,gemini-2.5-pro-preview-06-05,32000,0.1,53763,1476,-1,6,0
hanoi-trck,11,3,gpt-4.1-2025-04-14,0,0.1,2951,4,-1,6,0
hanoi-trck,11,3,sonar-reasoning-pro,32000,0.1,1464,4778,-1,4,0
hanoi-trck,11,4,claude-3-7-sonnet-20250219,0,0.1,72868,4,11,5,0
hanoi-trck,11,4,claude-3-7-sonnet-20250219,32000,0.1,53613,43825,-1,8,0
hanoi-trck,11,4,deepseek-chat,0,0.1,3844,4,-1,15,0
hanoi-trck,11,4,gemini-2.5-pro-preview-06-05,32000,0.1,58156,2296,-1,14,0
hanoi-trck,11,4,gpt-4.1-2025-04-14,0,0.1,4101,4,-1,11,0
hanoi-trck,11,4,sonar-reasoning-pro,32000,0.1,1483,7038,-1,5,0
hanoi-trck,11,5,claude-3-7-sonnet-20250219,0,0.1,70554,4,-1,4,0
hanoi-trck,11,5,claude-3-7-sonnet-20250219,32000,0.1,12909,60979,-1,0,0
hanoi-trck,11,5,deepseek-chat,0,0.1,9752,4,-1,5,0
hanoi-trck,11,5,gemini-2.5-pro-preview-06-05,32000,0.1,50230,2416,-1,47,0
hanoi-trck,11,5,gpt-4.1-2025-04-14,0,0.1,3260,4,-1,6,0
hanoi-trck,11,5,sonar-reasoning-pro,32000,0.1,1563,14360,-1,4,0
hanoi-trck,11,6,claude-3-7-sonnet-20250219,0,0.1,70392,4,-1,4,0
hanoi-trck,11,6,claude-3-7-sonnet-20250219,32000,0.1,48652,54643,-1,5,0
hanoi-trck,11,6,deepseek-chat,0,0.1,5284,4,-1,5,0
hanoi-trck,11,6,gemini-2.5-pro-preview-06-05,32000,0.1,60157,2092,-1,15,0
hanoi-trck,11,6,gpt-4.1-2025-04-14,0,0.1,2066,4,-1,5,0
hanoi-trck,11,6,sonar-reasoning-pro,32000,0.1,1288,8613,-1,3,0
hanoi-trck,11,7,claude-3-7-sonnet-20250219,0,0.1,68757,4,-1,4,0
hanoi-trck,11,7,claude-3-7-sonnet-20250219,32000,0.1,41051,43517,-1,5,0
hanoi-trck,11,7,deepseek-chat,0,0.1,9686,4,-1,1,0
hanoi-trck,11,7,gemini-2.5-pro-preview-06-05,32000,0.1,14542,2054,-1,192,0
hanoi-trck,11,7,gpt-4.1-2025-04-14,0,0.1,3332,4,-1,6,0
hanoi-trck,11,7,sonar-reasoning-pro,32000,0.1,1252,6648,-1,3,0
hanoi-trck,11,8,claude-3-7-sonnet-20250219,0,0.1,68912,4,-1,4,0
hanoi-trck,11,8,claude-3-7-sonnet-20250219,32000,0.1,62141,26467,-1,20,0
hanoi-trck,11,8,deepseek-chat,0,0.1,9830,4,-1,3,0
hanoi-trck,11,8,gemini-2.5-pro-preview-06-05,32000,0.1,57864,2039,-1,11,0
hanoi-trck,11,8,gpt-4.1-2025-04-14,0,0.1,18189,4,-1,11,0
hanoi-trck,11,8,sonar-reasoning-pro,32000,0.1,1393,15682,-1,3,0
hanoi-trck,11,9,claude-3-7-sonnet-20250219,0,0.1,68396,4,-1,4,0
hanoi-trck,11,9,claude-3-7-sonnet-20250219,32000,0.1,51437,44214,-1,20,0
hanoi-trck,11,9,deepseek-chat,0,0.1,3984,4,-1,1,0
hanoi-trck,11,9,gemini-2.5-pro-preview-06-05,32000,0.1,59377,1650,-1,21,0
hanoi-trck,11,9,gpt-4.1-2025-04-14,0,0.1,6940,4,-1,6,0
hanoi-trck,11,9,sonar-reasoning-pro,32000,0.1,1132,18388,-1,4,0
hanoi-trck,10,0,claude-3-7-sonnet-20250219,0,0.1,31124,4,-1,4,0
hanoi-trck,10,0,claude-3-7-sonnet-20250219,32000,0.1,40198,45669,-1,4,0
hanoi-trck,10,0,deepseek-chat,0,0.1,9275,4,-1,1,0
hanoi-trck,10,0,gemini-2.5-pro-preview-06-05,32000,0.1,29628,2118,-1,6,0
hanoi-trck,10,0,gpt-4.1-2025-04-14,0,0.1,4291,4,-1,11,0
hanoi-trck,10,0,sonar-reasoning-pro,32000,0.1,1776,17609,-1,7,0
hanoi-trck,10,1,claude-3-7-sonnet-20250219,0,0.1,29992,4,-1,5,0
hanoi-trck,10,1,claude-3-7-sonnet-20250219,32000,0.1,51942,41105,-1,2,0
hanoi-trck,10,1,deepseek-chat,0,0.1,3529,4,-1,9,0
hanoi-trck,10,1,gemini-2.5-pro-preview-06-05,32000,0.1,29134,1826,-1,11,0
hanoi-trck,10,1,gpt-4.1-2025-04-14,0,0.1,1931,4,-1,6,0
hanoi-trck,10,1,sonar-reasoning-pro,32000,0.1,2958,12116,-1,3,0
hanoi-trck,10,2,claude-3-7-sonnet-20250219,0,0.1,31814,4,-1,4,0
hanoi-trck,10,2,claude-3-7-sonnet-20250219,32000,0.1,37819,25718,-1,39,0
hanoi-trck,10,2,deepseek-chat,0,0.1,4623,4,-1,3,0
hanoi-trck,10,2,gemini-2.5-pro-preview-06-05,32000,0.1,28556,2650,-1,13,0
hanoi-trck,10,2,gpt-4.1-2025-04-14,0,0.1,3666,4,-1,11,0
hanoi-trck,10,2,sonar-reasoning-pro,32000,0.1,1557,11641,-1,0,0
hanoi-trck,10,3,claude-3-7-sonnet-20250219,0,0.1,58889,4,-1,4,0
hanoi-trck,10,3,claude-3-7-sonnet-20250219,32000,0.1,4,98411,-1,0,0
hanoi-trck,10,3,deepseek-chat,0,0.1,9843,4,-1,5,0
hanoi-trck,10,3,gemini-2.5-pro-preview-06-05,32000,0.1,24522,1913,-1,11,0
hanoi-trck,10,3,gpt-4.1-2025-04-14,0,0.1,30231,4,-1,6,0
hanoi-trck,10,3,sonar-reasoning-pro,32000,0.1,1397,7224,-1,6,0
hanoi-trck,10,4,claude-3-7-sonnet-20250219,0,0.1,30358,4,-1,5,0
hanoi-trck,10,4,claude-3-7-sonnet-20250219,32000,0.1,4,88342,-1,0,0
hanoi-trck,10,4,deepseek-chat,0,0.1,3768,4,-1,1,0
hanoi-trck,10,4,gemini-2.5-pro-preview-06-05,32000,0.1,21291,2504,-1,6,0
hanoi-trck,10,4,gpt-4.1-2025-04-14,0,0.1,4430,4,-1,9,0
hanoi-trck,10,4,sonar-reasoning-pro,32000,0.1,1403,7190,-1,3,0
hanoi-trck,10,5,claude-3-7-sonnet-20250219,0,0.1,30927,4,-1,4,0
hanoi-trck,10,5,claude-3-7-sonnet-20250219,32000,0.1,30059,48540,-1,7,0
hanoi-trck,10,5,deepseek-chat,0,0.1,9602,4,-1,3,0
hanoi-trck,10,5,gemini-2.5-pro-preview-06-05,32000,0.1,30071,2313,-1,12,0
hanoi-trck,10,5,gpt-4.1-2025-04-14,0,0.1,30570,4,-1,6,0
hanoi-trck,10,5,sonar-reasoning-pro,32000,0.1,1007,4582,-1,0,0
hanoi-trck,10,6,claude-3-7-sonnet-20250219,0,0.1,40738,4,-1,4,0
hanoi-trck,10,6,claude-3-7-sonnet-20250219,32000,0.1,29199,62762,-1,20,0
hanoi-trck,10,6,deepseek-chat,0,0.1,9546,4,-1,3,0
hanoi-trck,10,6,gemini-2.5-pro-preview-06-05,32000,0.1,30054,1788,-1,17,0
hanoi-trck,10,6,gpt-4.1-2025-04-14,0,0.1,2233,4,-1,11,0
hanoi-trck,10,6,sonar-reasoning-pro,32000,0.1,1424,15812,-1,0,0
hanoi-trck,10,7,claude-3-7-sonnet-20250219,0,0.1,30929,4,-1,4,0
hanoi-trck,10,7,claude-3-7-sonnet-20250219,32000,0.1,30257,51926,-1,23,0
hanoi-trck,10,7,deepseek-chat,0,0.1,9314,4,-1,1,0
hanoi-trck,10,7,gemini-2.5-pro-preview-06-05,32000,0.1,30290,3578,-1,13,0
hanoi-trck,10,7,gpt-4.1-2025-04-14,0,0.1,2301,4,-1,11,0
hanoi-trck,10,7,sonar-reasoning-pro,32000,0.1,1077,6377,-1,11,0
hanoi-trck,10,8,claude-3-7-sonnet-20250219,0,0.1,30502,4,-1,3,0
hanoi-trck,10,8,claude-3-7-sonnet-20250219,32000,0.1,28350,43288,-1,11,0
hanoi-trck,10,8,deepseek-chat,0,0.1,9615,4,-1,0,0
hanoi-trck,10,8,gemini-2.5-pro-preview-06-05,32000,0.1,26621,2065,-1,0,0
hanoi-trck,10,8,gpt-4.1-2025-04-14,0,0.1,2314,4,-1,11,0
hanoi-trck,10,8,sonar-reasoning-pro,32000,0.1,1336,6524,-1,0,0
hanoi-trck,10,9,claude-3-7-sonnet-20250219,0,0.1,29949,4,-1,5,0
hanoi-trck,10,9,claude-3-7-sonnet-20250219,32000,0.1,33694,52409,-1,2,0
hanoi-trck,10,9,deepseek-chat,0,0.1,9618,4,-1,1,0
hanoi-trck,10,9,gemini-2.5-pro-preview-06-05,32000,0.1,34884,1396,-1,14,0
hanoi-trck,10,9,gpt-4.1-2025-04-14,0,0.1,1995,4,-1,13,0
hanoi-trck,10,9,sonar-reasoning-pro,32000,0.1,1910,15977,-1,0,0
hanoi-trck,9,0,claude-3-7-sonnet-20250219,0,0.1,25771,4,-1,4,0
hanoi-trck,9,0,claude-3-7-sonnet-20250219,32000,0.1,48562,39782,62,19,0
hanoi-trck,9,0,deepseek-chat,0,0.1,9108,4,-1,3,0
hanoi-trck,9,0,gemini-2.5-pro-preview-06-05,32000,0.1,12404,1362,-1,17,0
hanoi-trck,9,0,gpt-4.1-2025-04-14,0,0.1,2895,4,-1,11,0
hanoi-trck,9,0,sonar-reasoning-pro,32000,0.1,886,7099,-1,3,0
hanoi-trck,9,1,claude-3-7-sonnet-20250219,0,0.1,13940,4,-1,4,0
hanoi-trck,9,1,claude-3-7-sonnet-20250219,32000,0.1,13367,67698,-1,6,0
hanoi-trck,9,1,deepseek-chat,0,0.1,9066,4,-1,7,0
hanoi-trck,9,1,gemini-2.5-pro-preview-06-05,32000,0.1,13565,2522,-1,95,0
hanoi-trck,9,1,gpt-4.1-2025-04-14,0,0.1,1673,4,-1,11,0
hanoi-trck,9,1,sonar-reasoning-pro,32000,0.1,1079,5830,-1,3,0
hanoi-trck,9,2,claude-3-7-sonnet-20250219,0,0.1,12867,4,-1,3,0
hanoi-trck,9,2,claude-3-7-sonnet-20250219,32000,0.1,18943,44650,-1,6,0
hanoi-trck,9,2,deepseek-chat,0,0.1,9193,4,-1,1,0
hanoi-trck,9,2,gemini-2.5-pro-preview-06-05,32000,0.1,16089,3474,-1,43,0
hanoi-trck,9,2,gpt-4.1-2025-04-14,0,0.1,7657,4,-1,11,0
hanoi-trck,9,2,sonar-reasoning-pro,32000,0.1,1256,8785,-1,5,0
hanoi-trck,9,3,claude-3-7-sonnet-20250219,0,0.1,13492,4,-1,3,0
hanoi-trck,9,3,claude-3-7-sonnet-20250219,32000,0.1,14505,33569,-1,12,0
hanoi-trck,9,3,deepseek-chat,0,0.1,9251,4,-1,1,0
hanoi-trck,9,3,gemini-2.5-pro-preview-06-05,32000,0.1,13537,1847,-1,94,0
hanoi-trck,9,3,gpt-4.1-2025-04-14,0,0.1,3306,4,-1,6,0
hanoi-trck,9,3,sonar-reasoning-pro,32000,0.1,1058,8414,-1,1,0
hanoi-trck,9,4,claude-3-7-sonnet-20250219,0,0.1,12950,4,-1,3,0
hanoi-trck,9,4,claude-3-7-sonnet-20250219,32000,0.1,13533,44159,-1,8,0
hanoi-trck,9,4,deepseek-chat,0,0.1,9272,4,-1,1,0
hanoi-trck,9,4,gemini-2.5-pro-preview-06-05,32000,0.1,13312,1304,-1,14,0
hanoi-trck,9,4,gpt-4.1-2025-04-14,0,0.1,2115,4,-1,11,0
hanoi-trck,9,4,sonar-reasoning-pro,32000,0.1,2778,11526,-1,19,0
hanoi-trck,9,5,claude-3-7-sonnet-20250219,0,0.1,24375,4,-1,4,0
hanoi-trck,9,5,claude-3-7-sonnet-20250219,32000,0.1,13624,37484,-1,12,0
hanoi-trck,9,5,deepseek-chat,0,0.1,9231,4,-1,9,0
hanoi-trck,9,5,gemini-2.5-pro-preview-06-05,32000,0.1,12091,2871,-1,5,0
hanoi-trck,9,5,gpt-4.1-2025-04-14,0,0.1,2639,4,-1,11,0
hanoi-trck,9,5,sonar-reasoning-pro,32000,0.1,1301,3786,-1,3,0
hanoi-trck,9,6,claude-3-7-sonnet-20250219,0,0.1,9485,4,-1,3,0
hanoi-trck,9,6,claude-3-7-sonnet-20250219,32000,0.1,13735,29284,-1,39,0
hanoi-trck,9,6,deepseek-chat,0,0.1,9448,4,-1,9,0
hanoi-trck,9,6,gemini-2.5-pro-preview-06-05,32000,0.1,13102,1505,-1,11,0
hanoi-trck,9,6,gpt-4.1-2025-04-14,0,0.1,20909,4,-1,11,0
hanoi-trck,9,6,sonar-reasoning-pro,32000,0.1,1305,8842,-1,3,0
hanoi-trck,9,7,claude-3-7-sonnet-20250219,0,0.1,32486,4,-1,4,0
hanoi-trck,9,7,claude-3-7-sonnet-20250219,32000,0.1,13753,39350,-1,20,0
hanoi-trck,9,7,deepseek-chat,0,0.1,9214,4,-1,3,0
hanoi-trck,9,7,gemini-2.5-pro-preview-06-05,32000,0.1,12867,2065,-1,159,0
hanoi-trck,9,7,gpt-4.1-2025-04-14,0,0.1,2952,4,-1,11,0
hanoi-trck,9,7,sonar-reasoning-pro,32000,0.1,898,6657,-1,3,0
hanoi-trck,9,8,claude-3-7-sonnet-20250219,0,0.1,12924,4,-1,4,0
hanoi-trck,9,8,claude-3-7-sonnet-20250219,32000,0.1,6152,80323,-1,11,0
hanoi-trck,9,8,deepseek-chat,0,0.1,9138,4,-1,1,0
hanoi-trck,9,8,gemini-2.5-pro-preview-06-05,32000,0.1,11863,1978,-1,14,0
hanoi-trck,9,8,gpt-4.1-2025-04-14,0,0.1,6726,4,-1,11,0
hanoi-trck,9,8,sonar-reasoning-pro,32000,0.1,958,8780,4,5,0
hanoi-trck,9,9,claude-3-7-sonnet-20250219,0,0.1,26047,4,-1,3,0
hanoi-trck,9,9,claude-3-7-sonnet-20250219,32000,0.1,13353,44932,-1,6,0
hanoi-trck,9,9,deepseek-chat,0,0.1,9142,4,-1,1,0
hanoi-trck,9,9,gemini-2.5-pro-preview-06-05,32000,0.1,13288,1201,-1,5,0
hanoi-trck,9,9,gpt-4.1-2025-04-14,0,0.1,2307,4,-1,11,0
hanoi-trck,9,9,sonar-reasoning-pro,32000,0.1,1687,7076,-1,6,0
hanoi-trck,8,0,claude-3-7-sonnet-20250219,0,0.1,6910,4,-1,5,0
hanoi-trck,8,0,claude-3-7-sonnet-20250219,32000,0.1,12419,42025,-1,0,0
hanoi-trck,8,0,deepseek-chat,0,0.1,6724,4,-1,5,0
hanoi-trck,8,0,gemini-2.5-pro-preview-06-05,32000,0.1,6346,1656,-1,2,0
hanoi-trck,8,0,gpt-4.1-2025-04-14,0,0.1,1514,4,-1,11,0
hanoi-trck,8,0,sonar-reasoning-pro,32000,0.1,6219,13280,-1,0,0
hanoi-trck,8,1,claude-3-7-sonnet-20250219,0,0.1,31125,4,-1,5,0
